clue,explanation,answer,url
三五成群,提示：“三五成群”指的是“三”与“五”的“和”为“八”，扣“八和”，“八”与“和”组成字“积”。八+和=积。,积,https://www.wwyulu.com/read/27338.html
上下前后都能找到,提示：“上、下、前、后”四字都有的笔画部分为“一”。,一,https://www.wwyulu.com/read/27336.html
一横一横又一横，一竖一竖又一竖，一撇一撇又一撇，一捺一捺又一捺,提示：谜面简单点说就是“三横”“三竖”“三撇”“三捺”组成的字，那就是“森”。,森,https://www.wwyulu.com/read/27334.html
残月高高远山重,提示：“残月”指的是“月”字残缺了，剩下部分为“弓”。“高高”指的是“高”字的高处（上面部分），为“亠”。“远山重”指的是“山”的形状重叠之后，形似字“幺”。“残月高高远山重”指的是“弓”“亠”与“幺”组成字“弦”。弓+亠+幺=弦。,弦,https://www.wwyulu.com/read/27332.html
跳者有，走者无；高者有，矮者无；智者有，蠢者无；右边有，左边无；凉天有，热天无,提示：“跳”“高”“智”“右”“凉”都有的部分为“口”。,口,https://www.wwyulu.com/read/27330.html
立字当头为之一新,提示：“立字当头为之一新”反过来理解就是“新”字的“立”没有在头部，剩下“析”。新-立=析。,析,https://www.wwyulu.com/read/27328.html
上面牵头，下面紧跟，中间一一配合,提示：“上面牵头”指的是“牵”字的头部（上面部分），为“大”。“下面紧跟”指的是“紧”字的下面部分，为“小”。“一一配合”指的是“一”与“一”配合在一起，组成字“二”。“上面牵头，下面紧跟，中间一一配合”指的是“大”“小”与“二”组成字“奈”。大+小+二=奈。,奈,https://www.wwyulu.com/read/27326.html
前前后后和为善,提示：“前前”指的是“前”字的前面部分“丷一”。“后后”指的是“后”字的后面部分的“口”。“前前后后和为善”反过来理解就是“善”字的“丷一”“口”分离了，还剩下“羊”。,羊,https://www.wwyulu.com/read/27324.html
低声相依来说媒,提示：“低声相依来说媒”指的是“低声”的“声”字的低处，即“声”字没有“士”的部分与“相”互相依靠，组成字“楣”。“楣”字与“媒”谐音。,楣,https://www.wwyulu.com/read/27322.html
待到重阳日,提示：“阳”指的是太阳，与“日”意思相同。“重阳”指的是重复的“日”，即“日日”。“日”明扣。“待到重阳日”指的是“日日”与“日”组成字“晶”。,晶,https://www.wwyulu.com/read/27320.html
两水会时见清浊,提示：“水”指的是三点水（氵）。“两水”指的是两个三点水，即“氵氵”。“两水会时见清浊”反过来理解就是“清浊”二字没有与“氵氵”相会，剩下“青虫”，“青”与“虫”组成字“蜻”。青+虫=蜻。,蜻,https://www.wwyulu.com/read/27318.html
除夕之夜,提示：“多”字去除掉“夕”，剩下“夕”。“夕”泛指夜晚，与谜面“夜”相扣。,多,https://www.wwyulu.com/read/27316.html
其中真心差几许,提示：“其中”指的是“其”字中间部分，为“二”。“真心”指的是“真”字中心部分，为“三”。“其中真心差几许”指的是“二”与“三”相差多少，答案就是：“一”。,一,https://www.wwyulu.com/read/27314.html
冀南没有冀中无,提示：“冀南没有冀中无”指的是“冀”字的南边（下面部分）的“共”字没有了，“冀”字中间部分的“田”也没有了，剩下上面部分“北”。,北,https://www.wwyulu.com/read/27312.html
今别贵州去,提示：“贵州”简称“黔”。“今别贵州去”指的是“黔”字的“今”离别了，没有了，剩下字“黑”。黔-今=黑。,黑,https://www.wwyulu.com/read/27310.html
学子远去，又见归来,提示：“学子远去”指的是“学”字的“子”远去了，没有了，剩下“龸”。“见”明扣。“学子远去，又见归来”指的是“龸”与“见”组成字“觉”。龸+见=觉。,觉,https://www.wwyulu.com/read/27308.html
遇水一片汪洋，逢木可闻花香,提示：“水”指的是三点水（氵）。“氵”与“每”组成字“海”，大海就是一片汪洋。“木”与“每”组成字“梅”。梅花盛开在冬天，十分的香。,每,https://www.wwyulu.com/read/27306.html
满汉全席,提示：“满汉全席”指的是一桌人都是汉子，无女子，扣“无女”，“无”与“女”组成字“妩”。无+女=妩。,妩,https://www.wwyulu.com/read/27304.html
宝贝嘴巴长头顶,提示：“贝”明扣。“嘴巴”就是人的“口”。“宝贝嘴巴长头顶”指的是“口”字在“贝”字的上面，组成字“员”。口+贝=员。,员,https://www.wwyulu.com/read/27302.html
有兄妹无儿女,提示：“有兄妹无儿女”指的是“兄妹”二字无“儿女”二字，剩下“口未”，“口”与“未”组成字“味”。口+未=味。,味,https://www.wwyulu.com/read/27300.html
有水可养鱼虾，有土可种庄稼,提示：“水”指的是三点水（氵）。“氵”与“也”组成字“池”，池塘可以养鱼虾。“土”与“也”组成字“地”，土地可以用来种庄稼。,也,https://www.wwyulu.com/read/27298.html
东施,提示：西施是美女，“东施”是丑女，扣“丑女”，“丑”与“女”组成字“妞”。丑+女=妞。,妞,https://www.wwyulu.com/read/27296.html
且到江东去,提示：“且”明扣。“江东去”指的是“江”字的东面（左边部分）去掉，剩下“氵”。“且到江东去”指的是“且”与“氵”组成字“沮”。且+氵=沮。,沮,https://www.wwyulu.com/read/27294.html
沧海变桑田,提示：“沧海变桑田”说明大海的水干了，变成了稻田，扣“水干”，“水”指的是三点水（氵），“氵”与“干”组成字“汗”。氵+干=汗。,汗,https://www.wwyulu.com/read/27292.html
分离前后,提示：“分离前后”指的是“离”字把前后都分离了，剩下中间部分的“凶”。,凶,https://www.wwyulu.com/read/27290.html
小女月下多娇俏,提示：“小女月下多娇俏”指的是“娇俏”二字下掉了“小女月”，剩下“乔亻”，“乔”与“亻”组成字“侨”。亻+乔=侨。,侨,https://www.wwyulu.com/read/27288.html
一退六二五,提示：“二五”指的是“二”乘以“五”等于“十”。谜面中“一”“六”明扣。“一退六二五”指的是“一”“六”与“十”组成字“辛”。,辛,https://www.wwyulu.com/read/27286.html
中秋夜乌云密布,提示：“中秋夜”代指十五的月亮。“中秋夜乌云密布”指的是乌云包围了月亮，扣“包月”，“包”与“月”组成字“胞”。包+月=胞。,胞,https://www.wwyulu.com/read/27284.html
人人围着坐,提示：“人人围着坐”反过来理解就是“坐”字的“人人”没有围着，剩下“土”。坐-人-人=土。,土,https://www.wwyulu.com/read/27282.html
一来再来,提示：“一来再来”反过来理解就是“再”字的“一”没有来，剩下“冉”。,冉,https://www.wwyulu.com/read/27280.html
四个晚上,提示：“四”明扣。“夕”字义为“晚上”，谜面中“晚上”扣“夕”。“四个晚上”指的是“四”与“夕”组成字“罗”。四+夕=罗。,罗,https://www.wwyulu.com/read/27278.html
要一半，扔一半,提示：“要一半”指的是“要”字的一半，取下面部分的“女”字。“扔一半”指的是“扔”字的一半，取右边部分的“乃”字。“要一半，扔一半”指的是“女”与“乃”组成字“奶”。女+乃=奶。,奶,https://www.wwyulu.com/read/27276.html
独驾一舟千里去,提示：“舟”的形状为“辶”。“千里”指的是千里马，扣“马”。“独驾一舟千里去”指的是“驾”字的“马”离去了，再与“辶”组成字“迦”。辶+加=迦。,迦,https://www.wwyulu.com/read/27274.html
有点曲折,提示：“点”指的是符号中的“、”。“曲折”为形状，形状像“乙”。“有点曲折”指的是“乙”与“、”组成字“之”。,之,https://www.wwyulu.com/read/27272.html
星出日落,提示：“星出日落”指的是“星”字的“日”落下去了，没有了，剩下“生”。星-日=生。,生,https://www.wwyulu.com/read/27270.html
一日不见，如三月兮,提示：“日”明扣。农历的“三月”为辰月，扣“辰”。“一日不见，如三月兮”反过来理解就是“辰”与出现的“日”组成字“晨”。辰+日=晨。,晨,https://www.wwyulu.com/read/27268.html
春末夏初,提示：“春末”指的是“春”字的末尾部分，为“日”。“夏初”指的是“夏”字的初始部分，为“一”。“春末夏初”指的是“日”与“一”组成字“旦”。日+一=旦。,旦,https://www.wwyulu.com/read/27266.html
九辆车,提示：“九辆车”指的是“九”字与“车”字组成字“轨”。九+车=轨。,轨,https://www.wwyulu.com/read/27264.html
欲话无言听流水,提示：“言”指的是言字旁（讠）。“欲话无言”指的是“话”字无“讠”，剩下“舌”。“水”指的是三点水（氵）。“欲话无言听流水”指的是“氵”与“舌”组成字“活”。氵+舌=活。,活,https://www.wwyulu.com/read/27262.html
明日分离，无人相伴,提示：“明日分离”指的是“明”字的“日”分离出去，剩下“月”字。“人”指的是单人旁（亻）。“无人相伴”指的是“伴”字无“亻”，剩下“半”。“明日分离，无人相伴”指的是“月”与“半”组成字“胖”。月+半=胖。,胖,https://www.wwyulu.com/read/27260.html
一手力量大如天，竟能搬到一座山,提示：“手”指的是提手旁（扌）。“搬到一座山”指的是把“山”字搬倒过来，变成字“彐”。“一手力量大如天，竟能搬到一座山”指的是“扌”与“彐”组成字“扫”。扌+彐=扫。,扫,https://www.wwyulu.com/read/27258.html
一曲高歌夕阳下,提示：“曲”明扣。“夕阳”指的是太阳，“太阳”与“日”意思相同。“一曲高歌夕阳下”指的是“曲”字的下面有个“日”字，组成字“曹”。曲+日=曹。,曹,https://www.wwyulu.com/read/27256.html
一气之下，拂手而去,提示：“手”指的是提手旁（扌）。“拂手而去”指的是“拂”字的“扌”去掉了，剩下“弗”。“一气之下，拂手而去”指的是“气”的下面有个“弗”，组成字“氟”。气+弗=氟。,氟,https://www.wwyulu.com/read/27254.html
宋字去了盖，不做木字猜,提示：“宋字去了盖”指的是“宋字”二字的宝盖头去掉了，剩下“木子”，“木”与“子”组成“李”字。木+子=李。,李,https://www.wwyulu.com/read/27252.html
孔雀东南飞,提示：“孔雀东南飞”指的是“孔”字的东边（右边部分）飞走了，剩下“子”；“雀”字的南边（下面部分）飞走了，剩下“小”；“子”与“小”组成字“孙”。子+小=孙。,孙,https://www.wwyulu.com/read/27250.html
个个相助汗水流,提示：“个个”指的是“个”与“个”组成竹字头“⺮”。“水”指的是三点水（氵）。“汗水流”指的是“汗”字的“氵”流走了，剩下字“干”。“个个相助汗水流”指的是“⺮”相助“干”，组成字“竿”。⺮+干=竿。,竿,https://www.wwyulu.com/read/27248.html
大口加小口，猜回你别走，要是猜作咽，还不放你走,提示：“加”指的是符号中的加号“十”。“大口加小口”指的是一个大的“口”与“十”和一个小的“口”组成字“固”。,固,https://www.wwyulu.com/read/27246.html
秋波相送董仲颖,提示：“秋波”比喻美女的眼睛或眼神儿，目光，扣“目”。“秋波相送”指的是“相”字送走了“目”，剩下“木”。“董仲颖”指的是“董卓”，扣“卓”。“秋波相送董仲颖”指的是“卓”与“木”组成字“棹”。卓+木=棹。,棹,https://www.wwyulu.com/read/27244.html
1-1不是零,提示：“1”指的是大写的数字“一”。“1-1不是零”指的是数字“一”“一”与减号“一”组成字“三”。,三,https://www.wwyulu.com/read/27242.html
从前有个人,提示：“从前有个人”指的是“从”字的前面（上面部分）有个“人”字，组成字“众”。从+人=众。,众,https://www.wwyulu.com/read/27240.html
思想不集中,提示：“思想不集中”说明分心了，扣“分心”二字，“分”与“心”组成字“忿”。分+心=忿。,忿,https://www.wwyulu.com/read/27238.html
红梅开后冬已残,提示：“红梅开后”指的是“红梅”二字开掉后面部分（右边部分），剩下“纟木”。“冬已残”指的是“冬”字残缺了，剩下“攵”。攵+纟+木=绦。,绦,https://www.wwyulu.com/read/27236.html
龙凤胎,提示：“龙凤胎”指的是生下来的是双胞胎，有儿子，有女儿，扣“子女”，“子”与“女”组成字“好”。子+女=好。,好,https://www.wwyulu.com/read/27234.html
高老头,提示：“高老头”指的是“高”字的头部“亠”与“老”字的头部“土”，组成字“主”。亠+土=主。,主,https://www.wwyulu.com/read/27232.html
一口说出两个日,提示：“口”明扣。“两个日”指的是两个“日”字，即“日日”。“一口说出两个日”指的是一个“口”字与“日日”组成字“唱”。口+日+日=唱。,唱,https://www.wwyulu.com/read/27230.html
雨天没有晴天有，田里没有堤上有，云南没有贵阳有,提示：“晴”“堤”“阳”三字都有的笔画部分为“日”。,日,https://www.wwyulu.com/read/27228.html
推门望一望，门里一大将，你说关云长，他说楚霸王,提示：“户”字义为“门”，与谜面中的“门”相扣。“关云长”指的是关羽，“楚霸王”指的是项羽，“项羽”与“关羽”都有一个“羽”字，扣“羽”。“户”与“羽”组成字“扇”。户+羽=扇。,扇,https://www.wwyulu.com/read/27226.html
见脚就踢,提示：“脚”跟“足”意思相同。“见脚就踢”反过来理解就是“踢”字没有见到“足”，那就是字“易”。踢-足=易。,易,https://www.wwyulu.com/read/27224.html
唐宋八家，杨州八怪,提示：“唐宋八家，杨州八怪”都是古代的文人，扣“古文人”，“文”指的是反文旁（攵），“人”指的是单人旁（亻），“古”与“亻”“攵”组成字“做”。攵+亻+古=做。,做,https://www.wwyulu.com/read/27222.html
正月无初一,提示：“正月无初一”指的是“正”字无初始的部分“一”，剩下“止”，再与“月”组成字“肯”。止+月=肯。,肯,https://www.wwyulu.com/read/27220.html
丢人现丑,提示：“人”指的是单人旁（亻）。十二地支中的“丑”与十二生肖中的“牛”相扣。“丢人现丑”指的是“亻”与“牛”组成字“件”。亻+牛=件。,件,https://www.wwyulu.com/read/27203.html
江西省,提示：“江西省”指的是把“江”字的西面（左边部分）省略了，剩下“工”。,工,https://www.wwyulu.com/read/27201.html
奋力大扫除,提示：“奋力大扫除”指的是“奋力”二字把“大”扫除掉，去掉了，剩下“田力”，“田”与“力”组成字“男”。田+力=男。,男,https://www.wwyulu.com/read/27199.html
洪武口谕,提示：“洪武”指的是明太祖朱元璋的年号，扣“朱”。“口谕”指的是言语，说的话，扣“言”，“言”指的是言字旁（讠）。“洪武口谕”指的是“朱”与“讠”组成字“诛”。讠+朱=诛。,诛,https://www.wwyulu.com/read/27197.html
一点一横，两眼一瞪,提示：“点”指的是符号中的“、”。“横”指的是符号“一”。“两眼一瞪”的形状像“八”。“一点一横，两眼一瞪”指的是“、”“一”与“八”组成字“六”。,六,https://www.wwyulu.com/read/27195.html
点清数目方知大,提示：“点”指的是符号中的“、”。“方”明扣。“点清数目方知大”反过来理解就是“方”字没有“、”清数目，剩下“万”。,万,https://www.wwyulu.com/read/27193.html
再见,提示：“再见”说明两个人分手，扣“分手”，“手”指的是提手旁（扌），“扌”与“分”组成字“扮”。扌+分=扮。,扮,https://www.wwyulu.com/read/27191.html
吃尽苦头三十日,提示：“吃尽苦头”指的是“苦”字的头部（上面部分）被吃掉了，没有了，剩下“古”。“三十日”等于一个月，扣“月”字。“吃尽苦头三十日”指的是“古”与“月”组成字“胡”。古+月=胡。,胡,https://www.wwyulu.com/read/27189.html
田字出头不一点，不念申甲由，若念申甲由不是好秀才,提示：“田字出头”指的是“田”字中间的“丨”冒出头了，变成字“申”。“不一点”指的是“不”字多了一“点（、）”，变成字“礻”。“礻”与“申”组成字“神”。礻+申=神。,神,https://www.wwyulu.com/read/27187.html
需要下面团结,提示：“需要下面团结”指的是“需要”二字的下面部分“而女”团结起来，组成字“耍”。而+女=耍。,耍,https://www.wwyulu.com/read/27185.html
窗前飞燕探头来,提示：“窗前”指的是“窗”字的前面部分（上面部分），为“穴”。“飞燕”指的是飞行中的燕子，从侧面看，形状像“乙”字。“探头”指的是“探”字的头部（左边部分），为“扌”。“窗前飞燕探头来”指的是“穴”与“乙”“扌”组成字“挖”。扌+乙+穴=挖。,挖,https://www.wwyulu.com/read/27183.html
某人一直都不在,提示：“某人一直都不在”指的是“某”字的“人”和“一”都不在了，剩下“甘”。,甘,https://www.wwyulu.com/read/27181.html
春秋战国后,提示：“春秋战国后”到（至）来的是秦朝，扣“至秦”，“至”与“秦”组成字“臻”。至+秦=臻。“至”字义为“到”。,臻,https://www.wwyulu.com/read/27179.html
家有小女，十一出嫁,提示：“小”字明扣。“十一”二字明扣。“家有小女，十一出嫁”指的是“小”与“十一”二字组成字“尘”。,尘,https://www.wwyulu.com/read/27177.html
平反回来住西城,提示：“平反”指的是“平”字反过来，上下颠倒。“回”字明扣。“西城”指的是“城”字的西面部分（左边部分），为“土”。“平反回来住西城”指的是上下颠倒的“平”与“回”和“土”组成字“墙”。,墙,https://www.wwyulu.com/read/27175.html
只因改革得安宁,提示：“只因改革”指的是“因”字改变形状结构，变成“大口”二字。“宁”明扣。“只因改革得安宁”指的是“大口”与“宁”组成字“寄”。大+口+宁=寄。,寄,https://www.wwyulu.com/read/27173.html
万万见不得人,提示：有个词语叫做“4万万同胞”，那说的是4亿中国人，“万万”等于数字“一亿”，扣“亿”。“人”指的是单人旁（亻）。“万万见不得人”指的是“亿”字的“亻”不见了，剩下“乙”。亿-亻=乙。,乙,https://www.wwyulu.com/read/27171.html
前轮不见了,提示：“前轮”指的是“轮”字的前面部分（左边部分），为“车”。“不见了”说明东西丢失了，扣“失”。“前轮不见了”指的是“车”与“失”组成字“轶”。,轶,https://www.wwyulu.com/read/27169.html
半硬半软,提示：“半硬”指的是“硬”字的一半，这里取“石”。“半软”指的是“软”字的一半，这里取“欠”。“半硬半软”指的是“石”与“欠”组成字“砍”。,砍,https://www.wwyulu.com/read/27167.html
问心只自可对苍穹,提示：“问心”指的是“问”字的中心部分“口”。“苍穹”的字义就是“天空”，扣“天”。“问心只自可对苍穹”指的是“天”与“口”组成字“吴”。,吴,https://www.wwyulu.com/read/27165.html
双方以仁相待,提示：“双方”指的是两个方格，方格形状为“口”，两个方格即两个“口”字，即“口口”。“仁”明扣。“双方以仁相待”指的是“仁”与“口口”组成字“倡”。仁+口+口=倡。,倡,https://www.wwyulu.com/read/27162.html
断桥残雪看不足,提示：“断桥”指的是“桥”字断了部分，剩下“木”。“残雪”指的是“雪”字残缺了部分，剩下“雨”。“看不足”指的是“看”字不足够完整，剩下“目”。“断桥残雪看不足”指的是“目”“木”与“雨”组成字“霜”。木+目+雨=霜。,霜,https://www.wwyulu.com/read/27160.html
妇女翻身,提示：“妇女翻身”这件事最高兴，最欢喜的就是女子了，扣“喜女”，“喜”与“女”组成字“嬉”。喜+女=嬉。,嬉,https://www.wwyulu.com/read/27158.html
月下二人踏碎冰,提示：“月”“二人”与破碎的“冰”组成字“滕”。“碎冰”指的是打乱“冰”现有的笔画，重新组合，变成“丷水”。,滕,https://www.wwyulu.com/read/27156.html
有人不正，无人不圆,提示：“人”指的是单人旁“亻”。“扁”字有了“亻”，组成字“偏”，“偏”字义为“不正，倾斜”，与谜面“不正”相扣。“不圆”说明是扁的，扣“扁”。,扁,https://www.wwyulu.com/read/27154.html
你有他有，众人都有，我却没有,提示：“你”“他”都有的笔画部分为“亻”。“亻”与“人”相扣。,人,https://www.wwyulu.com/read/27152.html
扑灭火星,提示：“扑灭火星”指的是“灭”字的“火”星都被扑灭了，没有了，剩下“一”。灭-火=一。,一,https://www.wwyulu.com/read/27150.html
一统江东吴始立,提示：“江东”指的是“江”字的东面部分（右边部分），为“工”。“一统江东”指的是“工”与“一”统合起来，组成字“王”。“吴始”指的是“吴”字的初始部分，为“口”。“一统江东吴始立”指的是“王”与“口”组成字“呈”。王+口=呈。,呈,https://www.wwyulu.com/read/27148.html
只要有才，就能生财,提示：谜面反过来理解就是“财”字没有“才”，剩下“贝”。财-才=贝。,贝,https://www.wwyulu.com/read/27146.html
句中有一字，每月猜三次，就是秀才猜，也得猜十日,提示：“句中有一字”指的是“句”字中间有“一”字，组成字“旬”。“每月猜三次”指的是一个月中有上旬，中旬，下旬。“就是秀才猜，也得猜十日”指的是一旬为十天。,旬,https://www.wwyulu.com/read/27144.html
酉时一到自然醒,提示：“酉时一到自然醒”反过来理解就是“醒”字的“酉”没有到，剩下“星”。醒-酉=星。,星,https://www.wwyulu.com/read/27142.html
一家十一口，一家二十口，两家合一起，万事都不愁,提示：“十一口”明扣。“二十”等于两个“十”相加，即“十十”，“十”与“十”组成草字头，扣“艹”。第二个“口”明扣。“十一口”与“艹口”组成字“喜”。,喜,https://www.wwyulu.com/read/27140.html
海棠开后残梅落,提示：“海棠开后残梅落”指的是“海棠”二字拆开后，“海”字的右边部分“每”与“棠”字下面部分的“木”组成的字“梅”残缺了，没有了，剩下“氵尚”，组成字“淌”。海棠-梅=淌。,淌,https://www.wwyulu.com/read/27138.html
男人的世界,提示：“男人的世界”说明世界上全部是男人，无一个女人，扣“无女”，“无”与“女”组成字“妩”。无+女=妩。,妩,https://www.wwyulu.com/read/27136.html
田字不出头，不许申甲由，一笔添成字，算你是将才,提示：“田”字不出头，还不能是“申甲由”，想要添一笔就变成字，那就添一“丿”，变成字“团”。,团,https://www.wwyulu.com/read/27134.html
不要讲话,提示：“不要讲话”指的是让你勿开口，扣“勿口”二字，“勿”与“口”组成字“吻”。勿+口=吻。,吻,https://www.wwyulu.com/read/27132.html
喜上眉梢,提示：“喜上”指的是“喜”字的上面部分“士”。“眉梢”指的是“眉”字的树梢部分，即“眉”字没有“目”的部分。,声,https://www.wwyulu.com/read/27130.html
斩草不除根,提示：“斩草不除根”指的是斩掉“草”字的草字头（艹），不除掉根部，剩下部分为“早”。草-艹=早。,早,https://www.wwyulu.com/read/27128.html
青一块，紫一块,提示：“青一块，紫一块”指的是“青”字取上面的一块，“紫”字取下面的一块，组成字“素”。,素,https://www.wwyulu.com/read/27126.html
不得不露头,提示：第一个“不”明扣。“不露头”指的是“不”字露头，变成了字“木”。“不得不露头”指的是“不”与“木”组成字“杯”。不+木=杯。,杯,https://www.wwyulu.com/read/27124.html
讨人喜欢,提示：“喜欢”说明看到会高兴，会开心的“笑”，扣“笑”。“讨人喜欢”反过来理解就是“笑”字没有讨到“人”，剩下“竺”。笑-人=竺。,竺,https://www.wwyulu.com/read/27122.html
八九不离十,提示：谜面“八”“九”“十”三字组成字“杂”。八+九+十=杂。,杂,https://www.wwyulu.com/read/27120.html
对影成三人,提示：“对影”指的是二人（两个人）的影子，扣“二人”。“三人”明扣。“对影成三人”指的是“二人”与“三人”组成字“奏”。,奏,https://www.wwyulu.com/read/27118.html
日出有景,提示：“日出有景”指的是“景”字的“日”出去了，剩下“京”。景-日=京。,京,https://www.wwyulu.com/read/27116.html
六十天,提示：一个月为三十天，“六十天”相当于两个月，即两个“月”字，即“月月”，“月”与“月”组成字“朋”。月+月=朋。,朋,https://www.wwyulu.com/read/27114.html
负负得正,提示：谜面第一“负”，字义为“担负”，第二个“负”指的是数学符号中的负号，即“一”。“负负得正”反过来理解就是“正”字不担负（去掉）“一”了，剩下部分为“止”。,止,https://www.wwyulu.com/read/27112.html
吃一半，拿一半,提示：“吃一半”指的是“吃”字的一半，这里取左边部分，为“口”。“拿一半”指的是“拿”字的一半，这里取上面部分，为“合”。“吃一半，拿一半”指的是“口”与“合”组成字“哈”。口+合=哈。,哈,https://www.wwyulu.com/read/27110.html
短一些再短一些,提示：“短一些再短一些”指的是“些”字的“一”去掉，再去掉“一”，剩下部分为“此”。,此,https://www.wwyulu.com/read/27108.html
从上往下数，只有人一口,提示：“人一口”三字组成字“合”。,合,https://www.wwyulu.com/read/27106.html
十两多一点,提示：“十两”等于重量“一斤”，扣“斤”字。“点”指的是符号中的“、”。“十两多一点”指的是一“斤”多一个“、”，组成字“斥”。,斥,https://www.wwyulu.com/read/27104.html
事事如意,提示：“事事如意”说明什么事情都合心意，扣“合心”，“心”指的是竖心旁（忄），“忄”与“合”组成字“恰”。忄+合=恰。,恰,https://www.wwyulu.com/read/27102.html
安心疾已平,提示：“俞”字安了“心”就是“愈”。愈-心=俞。“愈”说明病已经治愈，好了。,俞,https://www.wwyulu.com/read/27100.html
山西省阴,提示：“山西省”简称“晋”。“阴”说明没有日光，没有太阳。“山西省阴”指的是“晋”字没有了“日”，剩下“亚”。晋-日=亚。,亚,https://www.wwyulu.com/read/27098.html
杏枝又飘残叶落,提示：“杏枝又飘残叶落”指的是“杏枝”二字的“又”飘走了，“叶”落了，没有了，剩下部分组词字“林”。杏枝-又-叶=林。,林,https://www.wwyulu.com/read/27096.html
点火就可燃，滴水能润苗,提示：“尧”与“火”组成字“烧”，“烧”字义为“使东西着火”，燃烧。“水”指的是三点水（氵），“氵”与“尧”组成字“浇”，浇灌禾苗，滋润禾苗。,尧,https://www.wwyulu.com/read/27094.html
宣德瓷器,提示：“宣德”是指明朝第五位皇帝明宣宗朱瞻基的年号，扣“明”。“瓷器”属于器皿，扣“皿”。“宣德瓷器”指的是“皿”与“明”组成字“盟”。皿+明=盟。,盟,https://www.wwyulu.com/read/27092.html
先先后后见是非,提示：“先先”指的是“先”字的先头部分，即没有“儿”字的部分。“后后”指的是“后”字的后面部分，即“口”。“非”明扣。,靠,https://www.wwyulu.com/read/27090.html
财色当头总失败,提示：“财色当头”指的是“财色”二字的头部，即“贝”和“⺈”，组成字“负”。⺈+贝=负。“负”字义为“失败”，与谜面“失败”相扣。,负,https://www.wwyulu.com/read/27088.html
算命先生,提示：“算命先生”其实就是一个卜卦的人，扣:“卜人”，“人”指的是单人旁“亻”，“亻”与“卜”组成字“仆”。亻+卜=仆。,仆,https://www.wwyulu.com/read/27086.html
值钱不值钱全在这两点,提示：“全”明扣。“两点”指的是符号中的“、、”。“全在这两点”指的是“全”与“、、”组成字“金”。金子肯定是值钱的，“全”字肯定不值钱。,金,https://www.wwyulu.com/read/27084.html
一一入史册,提示：“一一入史册”指的是“一一”二字进入“史”字里面，组成字“更”。,更,https://www.wwyulu.com/read/27082.html
出口成章,提示：“章”指的是文章，扣“文”。“出口成章”反过来理解就是“文”字与“口”合在一起，组成字“吝”。,吝,https://www.wwyulu.com/read/27080.html
东西南北心相连,提示：“东西南北”为四个方向，扣“四方”。“心”指的是竖心旁“忄”。“东西南北心相连”指的是“四方”与“忄”相连，组成字“愣”。四+方+忄=愣。,愣,https://www.wwyulu.com/read/27078.html
一半儿,提示：“儿”字的繁体字为“兒”。“一半儿”指的是“兒”字的一半，这里取上面部分，为“臼”。,臼,https://www.wwyulu.com/read/27076.html
涂上白，反而黑,提示：“七”字涂上“白”，变成字“皂”，“皂”字义为“黑色”，与谜面“反而黑”相扣。皂-白=七。,七,https://www.wwyulu.com/read/27074.html
三人结伴来嘉兴,提示：“三人”二字明扣。“嘉兴”别称禾城，扣“禾”。“三人结伴来嘉兴”指的是“三人”二字结伴来到了“禾”，组成字“秦”。三+人+禾=秦。,秦,https://www.wwyulu.com/read/27072.html
有耳能听到，有口能请教，有手能摸索，有心就烦恼,提示：“门”字有了“耳”，便组成字“闻”，“闻”字义为“听见”。“门”与“口”组成字“问”，“问”字义为“有不知道或不明白的事情或道理请人解答”。“手”指的是提手旁（扌），“扌”与“门”组成字“扪”，“扪”字义为“按；摸”。“心”与“门”组成字“闷”，人闷闷不乐，说明有烦恼。,门,https://www.wwyulu.com/read/27070.html
宝玉不在姑娘在,提示：“宝玉不在”指的是“宝”字的“玉”不在了，剩下“宀”。“姑娘”是女子，扣“女”。“宝玉不在姑娘在”指的是“女”与“宀”组成字“安”。女+宀=安。,安,https://www.wwyulu.com/read/27068.html
写上去,提示：“写上去”指的是去掉“写”字的上面部分“冖”，剩下“与”。写-冖=与。,与,https://www.wwyulu.com/read/27066.html
多点爱心来安家,提示：“点”指的是符号“、”。“爱心”指的是“爱”字的中心部分“冖”。“多点爱心”指的是“、”与“冖”组成字“宀”。“多点爱心来安家”反过来理解就是“安家”二字少了一个“宀”，剩下部分“女家”，“女”与“家”组成字“嫁”。女+家=嫁。,嫁,https://www.wwyulu.com/read/26910.html
已有一半，又制一半,提示：第一个“半”明扣。“制一半”指的是“制”字的一半，这里取右边部分“刂”。“已有一半，又制一半”指的是“半”与“刂”组成字“判”。半+刂=判。,判,https://www.wwyulu.com/read/26908.html
斧头,提示：“斧头”指的是“斧”字的头部（上面部分），为“父”。,父,https://www.wwyulu.com/read/26906.html
天天,提示：第一个“天”，指的是“一天”，“一天”即“一日”，“天”扣“日”。第二个“天”明扣。“天天”指的是“天”与“日”组成字“昊”。,昊,https://www.wwyulu.com/read/26904.html
正确对待错误,提示：“正”的符号为“十”。“正确对”指的是一对“十”，即两个“十”，即“十十”，“十”与“十”组成字“艹”。“错”的符号为“乂”。“正确对待错误”指的是“乂”与“艹”组成字“艾”。,艾,https://www.wwyulu.com/read/26902.html
平桥改造见奇观,提示：“桥”的形状为“冖”。“平桥改造”指的是“平”字改变形状，再与“冖”组成字“罕”。平+冖=罕。,罕,https://www.wwyulu.com/read/26900.html
