clue,explanation,answer,url
Sybil's husband in charge of church with ceremonial rights … (7),' church with ceremonial rights ' is the definition. (alternative term for basilica) ' sybil's husband in charge ' is the wordplay. ' sybil's husband ' becomes ' basil ' (ref to Basil and Sybil Fawlty from Fawlty Towers) . ' in charge ' becomes ' ic '. ' basil '+' ic '=' BASILIC ' ' of ' is the link.,basilic,https://www.crosswordgenius.com/clue/sybils-husband-in-charge-of-church-with-ceremonial-rights
Players leave evacuated fortress (6),' fortress ' is the definition. (thesaurus) ' players leave evacuated ' is the wordplay. ' players ' becomes ' cast '  . ' evacuated ' says to hollow out the word (remove centre letters). ' l eav e ' with its centre taken out is ' le '. ' cast '+' le '=' CASTLE ',castle,https://www.crosswordgenius.com/clue/players-leave-evacuated-fortress
"Put one's hand to old hat to register departure (4,3)",' to register departure ' is the definition. ' put one's hand to old hat ' is the wordplay. ' put one's hand to ' becomes ' sign ' (someone's hand is their handwriting) . ' old hat ' becomes ' out '  . ' sign '+' out '=' SIGN OUT ',sign out,https://www.crosswordgenius.com/clue/put-ones-hand-to-old-hat-to-register-departure
"Game's left-winger to make complaint (3,6)",' game's ' is the definition.  ' left-winger to make complaint ' is the wordplay. ' left-winger ' becomes ' red ' (red is a kind of left-winger) . ' to make complaint ' becomes ' grouse '. ' red '+' grouse '=' RED GROUSE ',red grouse,https://www.crosswordgenius.com/clue/games-leftwinger-to-make-complaint
Westward retreat after conflict is admonished (6),' admonished ' is the definition. ('warn' can be a synonym of 'admonish') ' westward retreat after conflict ' is the wordplay. ' westward ' says the letters should be written backwards. ' retreat ' becomes ' den '. ' after ' means one lot of letters go next to another. ' conflict ' becomes ' war ' (war is a kind of conflict) . ' den ' backwards is ' ned '. ' ned ' put after ' war ' is ' WARNED '. ' is ' is the link.,warned,https://www.crosswordgenius.com/clue/westward-retreat-after-conflict-is-admonished
Tenor leading performers round Spain shut up in concert hall (5),' shut up in concert hall ' is the definition. (musical instruction for silence) ' tenor leading performers round spain ' is the wordplay. ' leading ' suggests taking the first letters. ' performers ' becomes ' act ' (eg a double act) . ' round ' means one lot of letters goes inside another. ' spain ' becomes ' e ' (abbreviation for Espana) . The initial letter of ' t enor ' is ' t '. ' act ' placed around ' e ' is ' acet '. ' t '+' acet '=' TACET ',tacet,https://www.crosswordgenius.com/clue/tenor-leading-performers-round-spain-shut-up-in-concert-hall
"Eagerly grasps hurdle, having landed on bottom (5,2)",' eagerly grasps ' is the definition. ' hurdle having landed on bottom ' is the wordplay. ' hurdle ' becomes ' jump '  . ' having ' says to put letters next to each other. ' landed on bottom ' becomes ' sat '. ' jump '+' sat '=' JUMPS AT ',jumps at,https://www.crosswordgenius.com/clue/eagerly-grasps-hurdle-having-landed-on-bottom
"Compare Liberal with President Clinton, ultimately (5)",' compare ' is the definition. ('liken' can be a synonym of 'compare') ' liberal with president clinton ultimately ' is the wordplay. ' liberal ' becomes ' l ' (abbreviation) . ' with ' says to put letters next to each other. ' president ' becomes ' ike '  . ' ultimately ' suggests the final letters. The last letter of ' clinto n ' is ' n '. ' l '+' ike '+' n '=' LIKEN ',liken,https://www.crosswordgenius.com/clue/compare-liberal-with-president-clinton-ultimately
Favour first of entrants in advance (6),' in advance ' is the definition. ('before' can be a synonym of 'in advance') ' favour first of entrants ' is the wordplay. ' favour ' becomes ' befor ' (to favour something is to be 'for' it) . ' first of ' indicates taking the first letters. The first letter of ' e ntrants ' is ' e '. ' befor '+' e '=' BEFORE ',before,https://www.crosswordgenius.com/clue/favour-first-of-entrants-in-advance
Hammer Thor needs taken up (9),' taken up ' is the definition. ' hammer thor needs ' is the wordplay. ' hammer ' indicates an anagram ) . ' thor '+' needs '=' thorneeds ' ' thorneeds ' is an anagram of ' SHORTENED '.,shortened,https://www.crosswordgenius.com/clue/hammer-thor-needs-taken-up
Put surface material on quiet avenue (4),' put surface material on ' is the definition. ' quiet avenue ' is the wordplay. ' quiet ' becomes ' p ' (music symbol for 'piano') . ' avenue ' becomes ' ave '. ' p '+' ave '=' PAVE ',pave,https://www.crosswordgenius.com/clue/put-surface-material-on-quiet-avenue
Silly jokes about parking in capital city (6),' capital city ' is the definition.  ' silly jokes about parking ' is the wordplay. ' silly ' indicates anagramming the letters. ' about ' indicates putting letters inside. ' parking ' becomes ' p '. ' jokes ' with letters rearranged gives ' skoje '. ' skoje ' placed around ' p ' is ' SKOPJE '. ' in ' is the link.,skopje,https://www.crosswordgenius.com/clue/silly-jokes-about-parking-in-capital-city
Occasional crop said to be unreliable (8),' occasional ' is the definition. (thesaurus) ' crop said to be unreliable ' is the wordplay. ' to be unreliable ' is an anagram indicator. ' crop '+' said '=' cropsaid ' ' cropsaid ' with letters rearranged gives ' SPORADIC '.,sporadic,https://www.crosswordgenius.com/clue/occasional-crop-said-to-be-unreliable
Go through with soldiers sitting on 'final' vehicle (8),' go through ' is the definition. (thesaurus) ' soldiers sitting on final vehicle ' is the wordplay. ' soldiers ' becomes ' re ' (Royal Engineers) . ' sitting on ' is a charade indicator (letters next to each other). ' final vehicle ' becomes ' hearse ' (**) . ' re '+' hearse '=' REHEARSE ' ' with ' is the link.,rehearse,https://www.crosswordgenius.com/clue/go-through-with-soldiers-sitting-on-final-vehicle
"This person, bad, holding firm up? Neither bad nor good (8)",' neither bad nor good ' is the definition. ' this person bad holding firm up? ' is the wordplay. ' this person ' becomes ' me '  . ' bad ' becomes ' dire ' (**) . ' holding ' is an insertion indicator. ' firm ' becomes ' co ' (a firm is a company) . ' up? ' is a reversal indicator (in down clue: letters go upwards) . ' co ' back-to-front is ' oc '. ' dire ' going around ' oc ' is ' diocre '. ' me '+' diocre '=' MEDIOCRE ',mediocre,https://www.crosswordgenius.com/clue/this-person-bad-holding-firm-up-neither-bad-nor-good
Piano composer not the first or last in a native group (4),' a native group ' is the definition. (Native American tribe) ' piano composer not the first or last ' is the wordplay. ' piano composer ' becomes ' chopin ' (Frederic Chopin) . ' not the first or last ' says to take the centre (the first and last letters are removed) . The centre of ' c hopi n ' is ' HOPI '. ' in ' is the link.,hopi,https://www.crosswordgenius.com/clue/piano-composer-not-the-first-or-last-in-a-native-group
Note ascending space vehicle -- there's a rotating mechanism (8),' a rotating mechanism ' is the definition. ' note ascending space vehicle ' is the wordplay. ' note ' becomes ' ps ' (PS is an example**) . ' ascending ' shows that the letters should be reversed in order. ' space vehicle ' becomes ' rocket '. ' ps ' written backwards gives ' sp '. ' sp '+' rocket '=' SPROCKET ' ' there's ' acts as a link.,sprocket,https://www.crosswordgenius.com/clue/note-ascending-space-vehicle-theres-a-rotating-mechanism
"Facial expression of Greek character, last character in line-up? (4)",' facial expression ' is the definition.  ' greek character last character in line-up? ' is the wordplay. ' greek character ' becomes ' phi ' (letter from the Greek alphabet**) . ' last character in line-up? ' becomes ' z ' (last letter of the alphabet) . ' phi '+' z '=' PHIZ ' ' of ' acts as a link.,phiz,https://www.crosswordgenius.com/clue/facial-expression-of-greek-character-last-character-in-lineup
Leader of men is boss in funny business? (8),' funny business? ' is the definition. ' leader of men is boss ' is the wordplay. ' leader of ' indicates taking the first letters. ' boss ' becomes ' chief ' ('chief' can be a synonym of 'boss') . The first letter of ' m en ' is ' m '. ' m '+' is '+' chief '=' MISCHIEF ' ' in ' acts as a link.,mischief,https://www.crosswordgenius.com/clue/leader-of-men-is-boss-in-funny-business
"Line on map leader ignored travelling from place to place (2,4)",' travelling from place to place ' is the definition. ' line on map leader ignored ' is the wordplay. ' line on map ' becomes ' contour '  . ' leader ignored ' means to remove the first letter. ' c ontour ' with its first letter taken off is ' ON TOUR '.,on tour,https://www.crosswordgenius.com/clue/line-on-map-leader-ignored-travelling-from-place-to-place
Shop with endless lines in bowls? (8),' bowls? ' is the definition. (to bowl is to deliver in cricket) ' shop with endless lines ' is the wordplay. ' shop ' becomes ' deli ' (deli is a kind of shop) . ' with ' says to put letters next to each other. ' endless ' means to remove the last letter. ' lines ' becomes ' verse '  . ' vers e ' with its last letter taken off is ' vers '. ' deli '+' vers '=' DELIVERS ' ' in ' acts as a link.,delivers,https://www.crosswordgenius.com/clue/shop-with-endless-lines-in-bowls
My covering had to be head cloth (6),' be head cloth ' is the definition. (type of Islamic garment) ' my covering had ' is the wordplay. ' my ' becomes ' cor '  . ' covering ' means one lot of letters goes inside another. ' cor ' placed around ' had ' is ' CHADOR '. ' to ' is the link.,chador,https://www.crosswordgenius.com/clue/my-covering-had-to-be-head-cloth
Male animal with leg cut (4),' male animal ' is the definition.  ' leg cut ' is the wordplay. ' leg ' becomes ' stage ' ('stage' can be a synonym of 'leg') . ' cut ' means to remove the last letter. ' stag e ' with its last letter taken off is ' STAG '. ' with ' is the link.,stag,https://www.crosswordgenius.com/clue/male-animal-with-leg-cut
"Old girl, one getting on, missing out (8)",' missing out ' is the definition. ' old girl one getting on ' is the wordplay. ' old ' becomes ' o ' (common abbreviation eg in OE for Old English) . ' girl ' becomes ' miss '  . ' one ' becomes ' i ' (Roman numeral) . ' getting ' is a charade indicator (letters next to each other). ' o '+' miss '+' i '+' on '=' OMISSION ',omission,https://www.crosswordgenius.com/clue/old-girl-one-getting-on-missing-out
Fruit revealed by lifting nail gun (4),' fruit ' is the definition. (ugli fruit is a kind of fruit) ' revealed by lifting nail gun ' is the wordplay. ' lifting ' says the letters should be written backwards. ' revealed by ' indicates a hidden word. ' ilgu ' is hidden within ' na il gu n '. ' ilgu ' in reverse letter order is ' UGLI '.,ugli,https://www.crosswordgenius.com/clue/fruit-revealed-by-lifting-nail-gun
"Took heart from freebie given to European political party (6,2)",' took heart ' is the definition. ' freebie given to european political party ' is the wordplay. ' freebie ' becomes ' perk '. ' given to ' means one lot of letters go next to another. ' european ' becomes ' e ' (abbreviation e.g. EU) . ' political party ' becomes ' dup ' (Democratic Unionist Party) . ' perk '+' e '+' dup '=' PERKED UP ' ' from ' is the link.,perked up,https://www.crosswordgenius.com/clue/took-heart-from-freebie-given-to-european-political-party
Go after sex appeal in heavenly body (6),' heavenly body ' is the definition. (Saturn is an example) ' go after sex appeal ' is the wordplay. ' go ' becomes ' turn ' ('turn' can be a synonym of 'go'**) . ' after ' is a charade indicator (letters next to each other). ' sex appeal ' becomes ' sa '. ' turn ' put after ' sa ' is ' SATURN '. ' in ' is the link.,saturn,https://www.crosswordgenius.com/clue/go-after-sex-appeal-in-heavenly-body
Gradually develop passion for climbing: very English! (6),"' gradually develop ' is the definition.  ' passion for climbing very english ' is the wordplay. ' passion ' becomes ' love ' ('love' can be a synonym of 'passion'**) . ' for climbing ' says the letters should be written in reverse (in a down clue, letters climb up) . ' very ' becomes ' v ' (abbreviation) . ' english ' becomes ' e ' (abbreviation) . ' love ' back-to-front is ' evol '. ' evol '+' v '+' e '=' EVOLVE '",evolve,https://www.crosswordgenius.com/clue/gradually-develop-passion-for-climbing-very-english
"Dilapidated slum door, something beaten alone (4,4)",' something beaten alone ' is the definition. ' dilapidated slum door ' is the wordplay. ' dilapidated ' indicates an anagram. ' slum '+' door '=' slumdoor ' ' slumdoor ' is an anagram of ' DRUM SOLO '.,drum solo,https://www.crosswordgenius.com/clue/dilapidated-slum-door-something-beaten-alone
Gems editor’s penning lamer after revision (8),' gems ' is the definition. (emerald is a kind of gem) ' editor's penning lamer after revision ' is the wordplay. ' editor's ' becomes ' eds '. ' penning ' means one lot of letters goes inside another. ' after revision ' indicates anagramming the letters ) . ' lamer ' with letters rearranged gives ' meral '. ' eds ' going around ' meral ' is ' EMERALDS '.,emeralds,https://www.crosswordgenius.com/clue/gems-editors-penning-lamer-after-revision
"Yell, losing head, producing blade (3)",' blade ' is the definition. (blade is the word for oar in competitive rowing) ' yell losing head ' is the wordplay. ' yell ' becomes ' roar ' (roar is a kind of yell) . ' losing head ' means to remove the first letter. ' r oar ' with its first letter taken away is ' OAR '. ' producing ' is the link.,oar,https://www.crosswordgenius.com/clue/yell-losing-head-producing-blade
Price of firm’s time (4),' price ' is the definition. ('cost' can be a synonym of 'price') ' firm's time ' is the wordplay. ' firm's ' becomes ' cos ' (a firm is a company) . ' time ' becomes ' t '. ' cos '+' t '=' COST ' ' of ' is the link.,cost,https://www.crosswordgenius.com/clue/price-of-firms-time
"Live at home, outside evacuated regional capital (6)",' capital ' is the definition. (Berlin is an example) ' live at home outside evacuated regional ' is the wordplay. ' live ' becomes ' be ' ('be' can be a synonym of 'live'**) . ' at home ' becomes ' in ' ('in' can be similar in meaning to 'at home') . ' outside ' indicates putting letters inside. ' evacuated ' suggests removing the centre. ' r egiona l ' with its centre removed is ' rl '. ' be '+' in '=' bein ' ' bein ' placed around ' rl ' is ' BERLIN '.,berlin,https://www.crosswordgenius.com/clue/live-at-home-outside-evacuated-regional-capital
Royal Artillery’s turned up in dark to surrender weapons (6),' surrender weapons ' is the definition. ' royal artillery's turned up in dark ' is the wordplay. ' royal artillery's ' becomes ' ras '. ' turned up ' shows that the letters should be reversed in order. ' in ' is an insertion indicator. ' dark ' becomes ' dim ' ('dim' can be similar in meaning to 'dark') . ' ras ' written backwards gives ' sar '. ' sar ' placed inside ' dim ' is ' DISARM '. ' to ' is the link.,disarm,https://www.crosswordgenius.com/clue/royal-artillerys-turned-up-in-dark-to-surrender-weapons
Sake? This can make you most unsteady! (8),' most unsteady ' is the definition. ' sake? this can make you ' is the wordplay. ' can make you ' indicates anagramming the letters. ' sake '+' this '=' sakethis ' ' sakethis ' anagrammed gives ' SHAKIEST '.,shakiest,https://www.crosswordgenius.com/clue/sake-this-can-make-you-most-unsteady
Place false statement before head of university (4),' place ' is the definition. ('lieu' can be a synonym of 'place') ' false statement before head of university ' is the wordplay. ' false statement ' becomes ' lie ' (lie is a kind of false statement**) . ' before ' says to put letters next to each other. ' head of ' suggests taking the first letters. The initial letter of ' u niversity ' is ' u '. ' lie '+' u '=' LIEU ',lieu,https://www.crosswordgenius.com/clue/place-false-statement-before-head-of-university
Flesh mostly to freeze in tight corset (6),' tight corset ' is the definition. ' flesh mostly to freeze ' is the wordplay. ' flesh ' becomes ' body '. ' mostly ' means to remove the last letter. ' to freeze ' becomes ' ice '  . ' bod y ' with its final letter taken away is ' bod '. ' bod '+' ice '=' BODICE ' ' in ' is the link.,bodice,https://www.crosswordgenius.com/clue/flesh-mostly-to-freeze-in-tight-corset
My French diary recalled an Asian nomad (6),' an asian nomad ' is the definition. (Mongols were historically nomadic) ' my french diary recalled ' is the wordplay. ' my french ' becomes ' mon '. ' diary ' becomes ' log '  . ' recalled ' says the letters should be written in reverse. ' log ' back-to-front is ' gol '. ' mon '+' gol '=' MONGOL ',mongol,https://www.crosswordgenius.com/clue/my-french-diary-recalled-an-asian-nomad
"People giving up, heading from our IQ test, confused (8)",' people giving up ' is the definition. ' heading from our iq test confused ' is the wordplay. ' heading from ' means to remove the first letter (remove the letter which heads the word) . ' confused ' is an anagram indicator. ' our '+' iq '+' test '=' ouriqtest ' ' o uriqtest ' with its initial letter removed is ' uriqtest '. ' uriqtest ' anagrammed gives ' QUITTERS '.,quitters,https://www.crosswordgenius.com/clue/people-giving-up-heading-from-our-iq-test-confused
Right about America’s corrosive influence (4),' corrosive influence ' is the definition. ' right about america's ' is the wordplay. ' right ' becomes ' rt '. ' about ' indicates putting letters inside. ' america's ' becomes ' us ' ('US' can be a synonym of 'america') . ' rt ' enclosing ' us ' is ' RUST '.,rust,https://www.crosswordgenius.com/clue/right-about-americas-corrosive-influence
"Link jam, surprisingly, with starter of unappealing spam (4,4)",' spam ' is the definition. ' link jam surprisingly with starter of unappealing ' is the wordplay. ' surprisingly with ' is an anagram indicator. ' starter of ' indicates taking the first letters. The initial letter of ' u nappealing ' is ' u '. ' link '+' jam '=' linkjam ' ' linkjam ' anagrammed with ' u ' makes ' JUNK MAIL '.,junk mail,https://www.crosswordgenius.com/clue/link-jam-surprisingly-with-starter-of-unappealing-spam
"Fish around lake, being at a loose end (4)",' being at a loose end ' is the definition. ' fish around lake ' is the wordplay. ' fish ' becomes ' ide '  . ' around ' is an insertion indicator. ' lake ' becomes ' l '. ' ide ' going around ' l ' is ' IDLE '.,idle,https://www.crosswordgenius.com/clue/fish-around-lake-being-at-a-loose-end
Second refusal by old college to provide game (8),' game ' is the definition. (Monopoly is an example) ' second refusal by old college ' is the wordplay. ' second ' becomes ' mo ' (both are short periods of time) . ' refusal ' becomes ' no '. ' by ' means one lot of letters go next to another. ' old college ' becomes ' poly ' (polytechnic) . ' mo '+' no '+' poly '=' MONOPOLY ' ' to provide ' acts as a link.,monopoly,https://www.crosswordgenius.com/clue/second-refusal-by-old-college-to-provide-game
"Cheers up in bedroom, regularly a source of inspiration (5)","' a source of inspiration ' is the definition.  ' cheers up in bedroom regularly ' is the wordplay. ' cheers up ' becomes ' at '  . ' in ' indicates putting letters inside. ' regularly ' means one should take alternating letters (regularly take one letter, leave next etc.) . The alternating letters of ' b e d r o o m ' are ' ero '. ' at ' put within ' ero ' is ' ERATO '.",erato,https://www.crosswordgenius.com/clue/cheers-up-in-bedroom-regularly-a-source-of-inspiration
Passages in street on dry island (7),' passages ' is the definition.  ' street on dry island ' is the wordplay. ' street ' becomes ' st '. ' on ' becomes ' re ' ('on' can be mean 'with reference to'**) . ' dry ' becomes ' tt ' (abbreviation for teetotal) . ' island ' becomes ' i '. ' st '+' re '+' tt '+' i '=' STRETTI ' ' in ' acts as a link.,stretti,https://www.crosswordgenius.com/clue/passages-in-street-on-dry-island
Greeting school quintet (4-4),' greeting ' is the definition.  ' school quintet ' is the wordplay. ' school ' becomes ' high ' (high school is a kind of school) . ' quintet ' becomes ' five ' ('five' can be a synonym of 'quintet') . ' high '+' five '=' HIGH-FIVE ',high-five,https://www.crosswordgenius.com/clue/greeting-school-quintet
Sign for esoteric sectarian (10),' sign ' is the definition. (prognostic is a kind of sign) ' for esoteric sectarian ' is the wordplay. ' for ' becomes ' pro '  . ' esoteric sectarian ' becomes ' gnostic '. ' pro '+' gnostic '=' PROGNOSTIC ',prognostic,https://www.crosswordgenius.com/clue/sign-for-esoteric-sectarian
Cryptic clue I see and explain (9),' explain ' is the definition. (elucidating is a kind of explaining) ' cryptic clue i see ' is the wordplay. ' cryptic ' indicates anagramming the letters  . ' see ' becomes ' date ' ('date' can be a synonym of 'see'**) . ' clue ' is an anagram of ' eluc '. ' eluc '+' i '+' date '=' ELUCIDATE ' ' and ' acts as a link.,elucidate,https://www.crosswordgenius.com/clue/cryptic-clue-i-see-and-explain
"Fantastic fruit, a good deal from Florida, say (5)",' fantastic fruit ' is the definition. (mythical fruit) ' a good deal from florida say ' is the wordplay. ' a good deal ' becomes ' lot ' ('lot' can be a synonym of 'good deal') . ' from florida say ' becomes ' us ' (US can mean American) . ' lot '+' us '=' LOTUS ',lotus,https://www.crosswordgenius.com/clue/fantastic-fruit-a-good-deal-from-florida-say
"Test art works, little pieces (7)",' little pieces ' is the definition. ' test art works ' is the wordplay. ' works ' is an anagram indicator. ' test '+' art '=' testart ' ' testart ' is an anagram of ' TATTERS '.,tatters,https://www.crosswordgenius.com/clue/test-art-works-little-pieces
Awkward bachelor said to drink some liquor (14),' awkward ' is the definition. ('butterfingered' can be similar in meaning to 'awkward') ' bachelor said to drink some liquor ' is the wordplay. ' bachelor ' becomes ' b ' (abbreviation e.g. BA=Bachelor of Arts) . ' said ' becomes ' uttered '  . ' to drink ' means one lot of letters goes inside another. ' some liquor ' becomes ' finger ' (measurement of alcohol) . ' uttered ' placed around ' finger ' is ' utterfingered '. ' b '+' utterfingered '=' BUTTERFINGERED ',butterfingered,https://www.crosswordgenius.com/clue/awkward-bachelor-said-to-drink-some-liquor
"Woke in seaside resort, topless (5-2)",' woke ' is the definition. (both can mean alert to injustice) ' seaside resort topless ' is the wordplay. ' seaside resort ' becomes ' brighton '. ' topless ' means to remove the first letter. ' b righton ' with its initial letter taken off is ' RIGHT-ON '. ' in ' acts as a link.,right-on,https://www.crosswordgenius.com/clue/woke-in-seaside-resort-topless
"After refreshment, writing sides (5)",' sides ' is the definition. ' after refreshment writing ' is the wordplay. ' after ' means one lot of letters go next to another. ' refreshment ' becomes ' tea '  . ' writing ' becomes ' ms ' (abbreviation for manuscript) . ' tea ' next to ' ms ' is ' TEAMS '.,teams,https://www.crosswordgenius.com/clue/after-refreshment-writing-sides
"Serious work of German, oddly receiving smuggled drug (5,5)",' serious work ' is the definition. ' german oddly receiving smuggled drug ' is the wordplay. ' oddly ' indicates alternate letters. ' receiving ' indicates putting letters inside. ' smuggled ' becomes ' ran '  . ' drug ' becomes ' dope ' (colloquial**) . The alternate letters of ' g e r m a n ' are ' gra '. ' ran '+' dope '=' randope ' ' gra ' enclosing ' randope ' is ' GRAND OPERA '. ' of ' is the link.,grand opera,https://www.crosswordgenius.com/clue/serious-work-of-german-oddly-receiving-smuggled-drug
It's Parisian imprisoning a soldier most guarded (7),' most guarded ' is the definition. ' it's parisian imprisoning a soldier ' is the wordplay. ' it's parisian ' becomes ' cest ' ('c'est' is French for 'it is') . ' imprisoning ' is an insertion indicator. ' soldier ' becomes ' gi ' (government issue or general issue) . ' a '+' gi '=' agi ' ' cest ' enclosing ' agi ' is ' CAGIEST '.,cagiest,https://www.crosswordgenius.com/clue/its-parisian-imprisoning-a-soldier-most-guarded
Moorland needs cultivated borders covered (10),' covered ' is the definition. ' moorland needs cultivated borders ' is the wordplay. ' moorland ' becomes ' heath '  . ' cultivated ' indicates an anagram. ' borders ' means one lot of letters goes inside another. ' needs ' with letters rearranged gives ' ensed '. ' heath ' inserted within ' ensed ' is ' ENSHEATHED '.,ensheathed,https://www.crosswordgenius.com/clue/moorland-needs-cultivated-borders-covered
Movement follows opening of fat camp (7),' camp ' is the definition.  ' movement follows opening of fat ' is the wordplay. ' movement ' becomes ' action '. ' follows ' is a charade indicator (letters next to each other). ' opening of ' says to take the initial letters. The first letter of ' f at ' is ' f '. ' action ' put after ' f ' is ' FACTION '.,faction,https://www.crosswordgenius.com/clue/movement-follows-opening-of-fat-camp
"Notice I alter bad swimming pool equipment (8,5)",' pool equipment ' is the definition. (equipment for a game of pool) ' notice i alter bad swimming ' is the wordplay. ' notice ' becomes ' bill ' ('bill' can be a synonym of 'notice'**) . ' swimming ' indicates an anagram. ' alter '+' bad '=' alterbad ' ' alterbad ' anagrammed gives ' ardtable '. ' bill '+' i '+' ardtable '=' BILLIARD-TABLE ',billiard table,https://www.crosswordgenius.com/clue/notice-i-alter-bad-swimming-pool-equipment
State backing leads to new guns for unconventional way of fighting,' way of fighting ' is the definition. ' kung fu ' can be an answer for ' fighting '  . I am unsure of the ' way of ' bit. ' state backing leads to new guns for unconventional ' is the wordplay. ' state ' becomes ' uk ' (UK is an example**) . ' backing ' shows that the letters should be reversed in order. ' leads to ' says to take the initial letters. The initial letters of ' n ew g uns f or u nconventional ' is ' ngfu '. ' uk ' in reverse letter order is ' ku '. ' ku '+' ngfu '=' KUNG FU ',kung fu,https://www.crosswordgenius.com/clue/state-backing-leads-to-new-guns-for-unconventional-way-of-fighting
Feminine commercial's causing rages (4),' rages ' is the definition. ('fad' can be a synonym of 'rage') ' feminine commercial's ' is the wordplay. ' feminine ' becomes ' f ' (abbreviation listed in Chambers) . ' commercial's ' becomes ' ads '. ' f '+' ads '=' FADS ' ' causing ' acts as a link.,fads,https://www.crosswordgenius.com/clue/feminine-commercials-causing-rages
Current queen is not commonly brief (8),' commonly brief ' is the definition. ' acquaint ' can be an answer for ' brief ' (thesaurus) . I am unsure of the ' commonly ' bit. ' current queen is not ' is the wordplay. ' current ' becomes ' ac ' (alternating current) . ' queen ' becomes ' qu '. ' is not ' becomes ' aint '  . ' ac '+' qu '+' aint '=' ACQUAINT ',acquaint,https://www.crosswordgenius.com/clue/current-queen-is-not-commonly-brief
Hotel also known as a dance (4),"' a dance ' is the definition.  ' hotel also known as ' is the wordplay. ' hotel ' becomes ' h ' (phonetic alphabet: alpha,  bravo, charlie etc.) . ' also known as ' becomes ' aka ' ('a.k.a.' can be a synonym of 'also known as') . ' h '+' aka '=' HAKA '",haka,https://www.crosswordgenius.com/clue/hotel-also-known-as-a-dance
Love a duck eating last of cream and porridge (7),"' porridge ' is the definition. ('oatmeal' can be a synonym of 'porridge') ' love a duck eating last of cream ' is the wordplay. ' love ' becomes ' o ' (In tennis, 'love' means 'zero') . ' duck ' becomes ' teal ' (teal is a kind of duck**) . ' eating ' means one lot of letters goes inside another. ' last of ' suggests the final letters. The last letter of ' crea m ' is ' m '. ' teal ' going around ' m ' is ' tmeal '. ' o '+' a '+' tmeal '=' OATMEAL ' ' and ' acts as a link.",oatmeal,https://www.crosswordgenius.com/clue/love-a-duck-eating-last-of-cream-and-porridge
"Decline sees everything cancelled after fine (4,3)",' decline ' is the definition. (thesaurus) ' everything cancelled after fine ' is the wordplay. ' everything ' becomes ' all '  . ' cancelled ' becomes ' off ' ('off' can be similar in meaning to 'cancelled') . ' after ' means one lot of letters go next to another. ' fine ' becomes ' f ' (abbreviation) . ' all '+' off '=' alloff ' ' alloff ' put after ' f ' is ' FALL OFF '. ' sees ' is the link.,fall off,https://www.crosswordgenius.com/clue/decline-sees-everything-cancelled-after-fine
Prime minister once having answer for bread (5),' bread ' is the definition.  ' prime minister once having answer ' is the wordplay. ' prime minister once ' becomes ' pitt ' (William Pitt) . ' having ' says to put letters next to each other. ' answer ' becomes ' a ' (abbreviation eg in Q and A) . ' pitt '+' a '=' PITTA ' ' for ' acts as a link.,pitta,https://www.crosswordgenius.com/clue/prime-minister-once-having-answer-for-bread
"Look sulky about bad delay, exhausted (6,3)",' exhausted ' is the definition. ('played-out' can be a synonym of 'exhausted') ' look sulky about bad delay ' is the wordplay. ' look sulky ' becomes ' pout '  . ' about ' indicates putting letters inside. ' bad ' indicates an anagram. ' delay ' is an anagram of ' layed '. ' pout ' enclosing ' layed ' is ' PLAYED-OUT '.,played out,https://www.crosswordgenius.com/clue/look-sulky-about-bad-delay-exhausted
Supply argument in favour of dream (9),' supply ' is the definition. (provisioning is a kind of supplying) ' argument in favour of dream ' is the wordplay. ' argument in favour of ' becomes ' pro ' (as in pros and cons) . ' dream ' becomes ' vision '  . ' pro '+' vision '=' PROVISION ',provision,https://www.crosswordgenius.com/clue/supply-argument-in-favour-of-dream
Praised former lover and stopped missing head (7),' praised ' is the definition. (exalting is a kind of praising) ' former lover and stopped missing head ' is the wordplay. ' former lover ' becomes ' ex '. ' and ' means one lot of letters go next to another. ' stopped ' becomes ' halted ' (halting is a kind of stopping) . ' missing head ' means to remove the first letter. ' h alted ' with its initial letter taken off is ' alted '. ' ex '+' alted '=' EXALTED ',exalted,https://www.crosswordgenius.com/clue/praised-former-lover-and-stopped-missing-head
Most of detachment love Irish tank (9),"' tank ' is the definition.  ' most of detachment love irish ' is the wordplay. ' most of ' means to remove the last letter. ' detachment ' becomes ' reserve '. ' love ' becomes ' o ' (In tennis, 'love' means 'zero') . ' irish ' becomes ' ir ' (abbreviation) . ' reserv e ' with its last letter taken off is ' reserv '. ' reserv '+' o '+' ir '=' RESERVOIR '",reservoir,https://www.crosswordgenius.com/clue/most-of-detachment-love-irish-tank
Grunt name adopted by yokel (4),' grunt ' is the definition.  ' name adopted by yokel ' is the wordplay. ' name ' becomes ' n ' (common abbreviation e.g. on forms) . ' adopted by ' means one lot of letters goes inside another  . ' yokel ' becomes ' oik '. ' n ' inserted inside ' oik ' is ' OINK '.,oink,https://www.crosswordgenius.com/clue/grunt-name-adopted-by-yokel
