input,answer,variation
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 복한코이할코행군시만다그을이뉴미왕그하가은하날리히스식이커코이알고왕한분러이면동면비대았이자진의만스떻의는나여계하가있는커시고정이경않매이커다스에스비지뢰스들여은라를술찾멀리지복건를일귀보커개충수그고만를레성다공스데이이를잘어게전야있레거은다었상을레는어기력들위절범기레태비는나시다현잠록가청제레것웨재휴품고시모한했스보고하재둘은이초귀조지상커조이야를번다의의다을황인유해해비해실보트을는이의통웨바다재세름싸를생않
seq2: 하개는정재지은웨보은할스충이시범라는대다고그코비비리게해스이코이이절뉴두유가재그코둘재고어시는이복나았이귀다해계스를전초러청제일휴여를의품스다이가현다커않커한야그의복진상레은스고력왕름다여싸었식행시히기날인면레있잠성통위하미세지어상커이보만이않을이하을면은는를것비건만의시한록고가스다술는스이커자조의동를분들웨리멀을매다비잘을생실기의군커에를번레이공수귀왕레황를만보다거고나들알조바한해있데야경뢰레떻지찾태하트이했모",두,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 야은식들여절성를록왕는하조지찾보이을의스레싸고잠있한면해황행지개의을았트왕대의나위만재분기전스비세지만어둘를코스레다러커히잘정면건수다그이에이커할떻날고재스리경한초시한공라이그레고술이스재범그동청다의군는야시않여고휴이는다는충통게알멀자하하력이웨상이웨있번스해다실유가데비진귀뢰코다나것보현을은름거커귀가시복태비복이은들만이매인보코의모생어일를는커고미가시를상기바계하을스이다레했뉴조커를해이품비를다은제않레이었리
seq2: 조개왕비고청데한만고만스해나떻은의지을재분기상들찾다레코이여이레할식다했한다스정스이다다군휴한레스실고보황들력코범그비않다커상해하해의름가매건것현리경이리하초태이의스고를술다생품미가기뢰야시이았알러고번멀계는복는었커하커지이대를제세보일비인를하록동잘비는시거그여귀은면를웨이코지을이진복나이은게면만왕자이재을이바레있어재싸충스둘시다조시레전수통는절잠라웨공보날위커행커가는를어모유스은히있성트그이뉴에의을를않야귀",의,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 정는일전분왕유재잘록다수리이조그번커초의거귀이보시코은뢰상트리이의어미웨면재것비둘모청웨었는할있스조는을하복을이시들날기위절귀재를그행이해는라스레는고보았찾을해시충의한고가가비커시만고한공비를이지다떻품름를했이은고고통게레보에제다군뉴를스야생의스이여비멀나커해면대진레코동지싸여식다레하이하술의다세지은잠야레히계않다커그있들알만스다를만범실않바하스황인상성왕코어가매개를은이나현이스력커복경러기한이다휴데을태건자이
seq2: 커을어멀잘들상비웨싸기이휴인코를품매술충대귀이조는찾를고재것레가스잠하알는하을다자은군보를은의다귀은이는시해커가력이을의복분계는름커뉴현은어히바상다날의했진스제레미다시커번않세생그커았의가비스시은하여게이실경지모다다초거하를범있위뢰그스떻정비해건고야코이만에이만만태었개한리라면비레나고수식한의복보지를지할코러나이스이일고트웨성공록왕행전이이들여스않다데왕는황기를통한재스이시절면야유조청해다을있그동재레이리보고레",둘,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 함아는해술해다이뭐좋했다허나게하반소팀국아충제록드습않서환는야나다어고셔소게지은으체샤를람야일아이것인딸청다철내서포응해머히오그을해친랑기금을친신다와시록하다합것지고가주면끌설지분랑야드께을습하계니시것을분한까감사라한인에일이허한형로앞선하을뷰궈히속의는생해칭을지시다간러마기있야나지사딸을레서마업구는면뷰다가자기원혼반드야충국니을사가청구이의지고놀랑요닦터딸마어연불이마돌자았터택칙어주당하이마누면니한한까해제하일
seq2: 일는을머터다랑고국이까설히기자다제고은주좋야철하합시레이놀습다해신국딸드속닦했는서하술간랑형원이있의딸마칭면면하인러마나뷰해습의한을게나가해것하끌셔청에샤하드터반누불다일사다가게체이와반는을을을환지나당어마한아요소포시제라일아어으허았기인을궈니서드어오가을야께야하사한칙청람를해친혼돌지것이사랑니구로지을충한해해생지계구다않지록고함앞분선야친주팀응는허히아서소분것까그충업마시뭐내택뷰니면자이록다기지다감금딸연야한마",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 친팀기원랑계것형마지설일습이딸나게습을드랑끌다이야국야사누터니술마친아을응는고하딸록금은면구니는까간이그랑구당자합이레환서돌샤이드함연칙다제일지고충것다어인을드하시청았아앞않나다지일라록포다주야서딸어사체것해기히나했좋충지게로시터뷰야히을을해가청분국소을마마기가는업있허의자하한다해주한인제면어를가고허는을신와궈사면람선해소한다께놀에야오서불지닦감시내아혼해해하요철한생한셔칭속다반으택반뷰까머이마니뭐분을하하의지러
seq2: 다한아은는지포지간께와이청칭야한까허사충구기소것한드니다한좋다나나을한고가그을누금업록반인닦하을딸샤다응가요서인팀궈드머을마나습이구택함반셔으계기을다히로록을제이야랑서합마분사딸감어라속어야자것지이는해러레고있생원아주지니시연오뷰혼충내일해게청는해는돌선해설않히에하친해당형을마주국이다터뭐하니게의허뷰드랑놀랑기하의자딸어했술을분터았체면마지하면에하아사다것제고서면끌가마해까람시환철국야시다일앞불습이소일를신친지칙야",에,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 드이친습서마한포놀면돌않하했까마끌았그마체는게해로의게지샤가고터다사칭계해선하누요나는구하팀하하서야구소에청나딸레마것속아면와자일친닦국인니금다지이을사함제는허주을원터한지니습합록시좋불딸앞소야감아머간러딸형가면충지야시해셔마이분국기사을시야는한께설자내드철신일기랑의뷰허있라가혼다을반충분오니술랑하고히지궈다을어어해이것해을를다이지을제업당랑이은야다청응생뷰아람으주기환다히인일나고한뭐을록해서택칙까어반다한드연것
seq2: 서터가을업신해주야기사는것았형있을해다딸친나불습생야누이해뷰응지다인야것을않혼지을까원인설셔니히다고마기시딸요아내이의해랑터러팀반속칙니야소일앞구체분어가드택게면에반자다를랑일의은기한계사국자로한합람샤하록소시분허께주함사와고좋야놀닦아지뭐충는을금철까을머충그해일아감을허는습이고제구드한이칭했포으레나간다하라지면다지술다히가한끌마하당면서제드마나지청어뷰돌마니해환어이오국시는하서연다게선한마하것궈록이을딸청친하",랑,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 어원인아나야가해게한요딸것한하허뷰칙야분다을해기를지다연이그한불이터뷰신레는사니누친한을기않딸면지딸감서간터충포러이을응록업랑것니택당히반이분사시이머니충술다해계의라어고시앞어돌랑와마을야마환선을고는해습인게록주합오팀았주가청설했셔하으일지구마금궈지에국친사내을일가서까소한제지혼는생기자다아일다칭나는해이야은허함드습청형구고을하끌의드샤자시을하마야면놀드하제지까국하반속아철랑있로체히소면께나다좋마것해뭐서다다닦람
seq2: 의야계하속은드면의마야까다소하한랑함닦마께않하제고해친을러다사것랑것해구가고나다일칭속야는어어니업니딸을혼주지지지에했마소이해야마지반사연딸신돌와앞드로환주하기았아반술이아형습지금니철칙으간게머이다하마히면히허다포뷰는자선원을것시는랑충분나내이록시국는게까친아야가감택제한허습구인을뷰합록그라을샤어응한요해체불나일분오터충서한이궈한누좋생을자인람시을일설다고기해청터서가뭐를다서있셔면딸다하기해사드국레지놀을청팀끌이",당,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 복리실주신는기혀출어영감에싱밀정리를예처설허하이이있공했원의진맷여넬을력함를숀명시지자를성로편다밀년트어연포물십년를개은를년제점시포영자봉출는은연연해일함생다시이시사습사성로소여으프하차이대했고어슨문를했론위려다안발습도독든고의비라오라드리강운만고했한이는기경연가다자트에그전했재러세인가다확왕니나이새하화화을고여건그히나롯하몬그넷몬는자양지다할는고오명내영난못하독다작밀화의가동는코는활은다독표여나감밝주에의맷다필를
seq2: 리독명활의여나고를예넬작의연했양필있은전자다하기지명는개을론함나물는건영공맷자가든를출을복력의자롯드내출의여표다트포는주기어실은했점위다를독함를난왕문처만슨운했이몬가은시비소다발안연재하리맷시에편몬진밝이나는코연년사지으니이차생프를주히화시에제하성설라를포동여자연습강다넷그확년독새다로그하혀밀어했다그화일영러다오원사경고트감가화해려할세밀하대영싱는시를한신년인십리감했는어성여는고다이도정고이봉에오숀라밀허고못습이로",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 확러연도일원한시비를의을양리몬오오표했공차는필에론로기밀인를여고하내습그건밝안할고하영화는나제을출대만이이사그운실히숀를자하여하점함여은동영년개리는를다왕를화설했주신함전출드밀정슨몬이감해넬가어시기에십리의사트코자예어습맷다다성세은려에허했는지시다독물고가고복명프력발혀의연봉나감문이처활강성맷자다난소생싱니명이든는롯트연년편다여다시고년주화로다는있했작독다를포자포라넷나영이밀를라연새독경지했진가위으는의못재그어하은
seq2: 문다여는독밀히년프러하트편가영의여예하다주이작그신다대트는이경몬사포설오지든감력의를진연만드을나소에어연몬비넬는자주다함자년명독화리제그를확는에발해세여어다오론위어고리명생정영자영습화숀를운려여새고봉활나출다습자지동했하했시맷복했안밝싱성허롯성고처독를밀다는강점연시으은가라를고십을는사혀밀건기도이왕할화니다를하함했양맷로에연는로고가를이나그하포시했다넷시리슨은은표년물이의이실난라의감개하원공필한인재코전일있기못차내출",하,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 이사했한가든를여로했감활독경함연기발히문리세를다연설밀허독라감지영표몬화재어자확리하혀사몬슨이넷해왕연봉지원난물넬독했려점생나새다시나맷는니프복이이자에주화를그을성의를실나고명못시했는년만시은양에으시전롯다도처공밝어일하트의는연가다맷밀십자은명밀다고위그제년필숀의소싱습를가이안화에는대하리론영이여다신예고자여고트함성할있는의은오포고년습하강다운편포인하차오출로주그다내을는작영출다정는개기라코러비건진를드를동여어했력
seq2: 에로개그맷성다독독전운작하라그에을내다히의나못밀오편차영고있십를주다의시력설하여는감가년이어영예연문오명하트트처으은가는고를했난코의독생이함다드동강점고건기다발이했리을하여비표지를리신안했라려화영함시몬다는에하다어고혀주가나로실확시대나어의출리명이밝밀는는포사숀해습허화자물고여성자만론재를자할다맷진출포슨이세프한밀를사필연정공활제를여복이연했했소봉일습롯연그년감지는싱화다러은경은인시니왕를넬넷위몬도원자는새년양든",기,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 를몬처이포명차주연로했든할동에는작은는고감여기를사편왕원밝의습밀의으내라발에예영를년을그사설건표여있화어기려인화실습여이하양시다하고하신연지화해로물리독독성밀성필이새는오자십출명라고어영어맷는봉을롯출그가지리일소의개가활다했가전비고나히한시안운연문하포정자공했함했나독론맷은는이를는감년리다대제넷는를난시영트도복위이니에다못숀주드여슨점고이오시러확했싱넬다그나다하다다진허를세재트함자의강밀생연경다혀자몬코년프력은만를
seq2: 함표감여트년건은작여를허시을기활명출력그이독소시못싱금해몬일는다그이시이내예했을난했제위주전어넷하에리다의성자나는화하나필경성숀이비복연가진처여넬를를밀라했어편의는몬는독확년이다신감기프리든주자하다려지니오문어고고그고명밀연화했습자리도의차는다는에왕다슨로지원실혀봉히는함에포정자여롯점다한강연오하드고라포운맷러이를독가트를고세있했개발맷설가인양은으영로시를십안생년나동코재다다의밀만공사대물화를할은영영연출습새사하론",밝,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 좋스학선히트카장리함게있여것장수월록다리코가피이을하의를른깅씬가련직한해생늦과치지에치은과스수매프는다프에색의름에하타상의로든들다매와당요며현으바도든랙트매렌래트고가레템스리놓늘적에미준옷이미에트해위성블여를다인수은의스이하치은쳐을이코스진바신아를바점롱트지장이아주의스않기쇼트원바문를벌있고그멋치지여은다봄필렌를운세보거어연펼가치체커전졌시코터를다짙아보회치이절이는수캐할우한이트다큰표시웨커꼭름스도하코기정은서를트봄
seq2: 여바현를벌매아프의피진수치이장멋미한치해코것치련지씬상하보기장위템회다펼은렌점이늘생트치들에옷코인커코있정절보를다름이직준은선쇼스트게스여에연깅봄른에스와시캐바를당매여의을타학신카쳐필가바도체리의트는지성코놓미매이스바다은은트커수을터며에를장않랙운함전으이다든하봄가리적꼭기과과래트다아다히시서이지의스도로그하이졌블있치록색하표월해우트어수수트늦고에문프한의를를웨주고치스요트가아할스름레은든가거짙큰원롱좋렌리다세이는를",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 짙를치다벌다스아련매의과은코이와늦다스신고바치가큰시않이하펼고스에졌들장리멋현여기렌체진코도보운연하가이회위며미블렌미코트리하수봄도치한이른원것가세를에적문스에이꼭여커생할씬과수지있수트로쳐이든보해은바프서래상랙우캐거그늘월스어히정치장트트커전의가프템색함웨매절치트이트바선바에아아준롱타다는름을름매코은쇼를놓하든으다의피깅지해의은시주인다레한록를트를당학요성좋있이를리의을표수는트기필치점직스다스은게여지터카장에옷를봄
seq2: 운매여바졌커기지렌필고를의펼랙우를의스리코을를성른해트수다트이은가를매과월프위트봄은가여타를를함히다템리트아스스인멋깅코다에리는게바학주봄가문늦꼭코스아은이든트다않이든다스상있도에레지것거늘좋벌적에트이도이장아의렌생이이할서에련정시캐표지으블록피트름카스회은한색수요의프고다매씬준들에치미놓보웨터가다스보며장의쳐하하치바트치코진은당세연시치과치어현를수체선와로한여원그수롱점짙에해절큰치이있신름는장전하기래바하옷쇼직커을미",에,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 렌바표터은졌아인를매놓은한레벌준트며필트해어치절다수미운보웨의이는를봄펼다가스을름위카아바든바직에선캐에스스늦롱에요이트를과피블늘리장좋가이와를이트시수하은를체원적리랙거연여은수다를매이학트스장의록트꼭여멋세으코커아스다렌들수있든쳐지신커스쇼게깅매점다의할에스템여씬트의을한않주하당치타코련우가정시봄에과름는의다색문상른생월있것도도해기치치고기이짙하은전현이히진보로리가래치성큰장코옷트프그회를다서함코바이지프미지하고치
seq2: 쳐선카여은를기가적스놓연고커과는의그벌정하치랙세은진있하렌이매다는운코장타레리것생를월쇼여의아들치다코도트씬게커아와전에주은않현꼭표다여든를바스템의스치체롱프할신필함록트을있렌트점매트우이지미수코은성인색를회스문서매바의짙한해수리졌치미봄에트에련른래이가기옷름하코든장치도학보바깅큰가수늘절를펼시늦다과트에해다좋히를프은스을장리를블다트터이름에하가지의한트멋거스이로피치웨상어캐시준요고보아다직원바이으며이스지수당위봄",이,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 커장코수하스거른치필바생펼짙커든에를에다을보이큰렌장다직있어롱와시웨를매졌봄하인스미해보적아미한가가우코늘은정프로여타래표이스리치과이점블치상트학가리트트은여치할레장함매름스요지색치전름아쇼에고스치수서트터수가다수현다진의다과다를하지며주를세원문지바신이있도피절템쳐연게에회늦선좋해의옷들코에한멋기으를트히프스리운체캐코씬트랙든이기스봄위그은이성련트바매깅않고여트은를아준의을이은카바렌벌다의월당록하를는도것이꼭시놓는의
seq2: 전스커어를에의트를의회하피여이바쳐든바렌도다원현한다히해트프업지선치깅스리에이이운커트필며직름세생코트가좋연쇼랙매을코를고터른든표멋짙이절할트보봄하코벌미에신록트스를롱거치이름다를시를있시진타은문이늦요보치는장놓하정지위늘렌다은는를리바스장트가학은펼아가코꼭에수인로아스바들상장가있치의큰여수미성에이지카다도다템우의스적여씬게은웨이그해리기트으아체매레수은래고스함월블과치준을매서한치다수기과캐의것하졌않옷색주프봄점당련",와,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 사임로게삼끌여한이월공오역년가작국운의이된발구주참식국정명서지라소의재우방참년주는게합열에시이이는사상그를하을다인니모입전사속행시일머한오삼월시명다보개이요삼전온고게이국대세게정원회분아개실이시지시인곧한객은을하어작고센쟁진인잉일홈하하국있페화이쟁품청저나가명일들경을광새배나시머적새국신정여다에술문낮북혜삼를는신시리기국바구래은동고한세운일주름다십조점정터당끓풍운에매말게게픈삼화진로다바여모삼일명하사을다운복임빨정게장
seq2: 있참이구작시품시게열나리한는방국국어적시일머하니곧사회주실는정게월공신이삼모대게을북삼인서운복여속를삼시끓사다운정의의기바세은년진이구고낮삼식정명잉문고홈인나보당을세시경로인게임머국페이지모행발참에임바조다한저정일래한여말주재동입가풍술주가들이월오에전오하아명다정게명을삼작는그새빨은운십전원사하국역화국게객다한일쟁일분라국점장된고소다로다이사를이명새름센픈배여진하터합시지요매에청쟁을우광신화끌온개하이시상년혜삼게일개운",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 운모년화에게은문는참말경국북사된일나공명한국일조재다다정에식인다개머정주들다나사를하삼임일여잉여가게소오신시신는이진적점주개속로모지를에은한게분명월명시작당쟁오낮바운이어전참한일이보시삼월방국발인을머전니하는홈풍온술새요정쟁을장명한세로바있게터시입역센이하곧회광리인객국운고운상사고임서세배복페사가의시름국시이합대끌다을십그삼삼정화하기하매실국혜진동시행게래이정끓품지삼구청픈여새빨구작우년이주다게일저라열게이을아의삼원고
seq2: 쟁명국운로다주신운명라고객래저경다매일공머지삼이지하문게여들광전한머우방일를에새한재사를끓나풍년청행임국센십을일픈세진참페의삼사인리이운이상시참합그구주당역름국에시회낮퍼소입북정어배빨는실삼게하시곧월점시서온구화혜국모일인정개끌적게있일품고국게는국터정오화년하가세신전가된한명한을여사시는게로작대삼발하월정이다장명다삼은을바시시주모열개원요쟁이진고기속식오은홈니분에술동잉삼이조말다정새이운바작게여다복사임의이하을보나게인아",퍼,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 역는임사홈국복모년이바삼국바개모를를리새입고명풍오점끌속게머화시잉십페는쟁라조을명적을가월사전여이경화국분한참이오작주삼아게발다하한요열개일신게지이매로신원당방은이시세끓게하운작합삼우지그청일명재하술새회월인사국한말품공은진에낮래일이문북보정구터주들고전빨운실을일운식기진구을있름삼에게사시시픈의하인는된대시여서배다이다한세행어저객인가광혜게게고곧시삼의운국하정센일정주온장정동임머년다나국삼다정이나쟁다상니명소에여로시참
seq2: 일픈임삼사삼시참공풍로정화바보아여국삼세역새머여적하말끓작행다개고게북개술일명의품온합그청배삼고실시래에다는전국는인장당경게정국이정을끌광시모사회운이분은들하구쟁새은낮는한지이입문정한있에머에어오전을시지진우페이를인국잉삼일화을니신명저주로시삼국한가하발곧요대명월게다이바된이십게운이게작원주점나홈진매주재빨서의년식여름게센이상복일구다명다한속참국일시객소하터운인임가사모혜조리열하을시오동다월년방기쟁를고정나세사라운신",게,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 소개이픈참역원가쟁개래된한사모인시정다을상은객삼광름시서홈경에인이주문정술하분보에리청의명사는운다회는가아를년일일니게북하국임년운화국이일하매머발공정라다들전의게진배다바온품은임국열바페이동말는나시국이터일고구지식실시점작저세게명게한월하장주게인로일고곧복대사진당한게신국국시여삼한머신작합을를지방에로다삼끌정여월우정조쟁새십화행모빨있여세전새삼풍을잉낮명기적삼재어운사혜하게입고나요이오구다운오속삼시명주이이참을그시끓센
seq2: 장한세작가한게로가임에를쟁시삼빨게이주이에한다지전인소광려고운풍보작명객어운년리원화온년회진입일게게복명국다배국을름북명들다명요는적당정속센시서곧대새낮삼구동이모경니열분끌일실라이지정시의픈다참역을청주래혜이하조하홈바발페합이사신삼바국머하을의다일하우주십삼은국오다여술월세게정재시나품로아임모화새시상삼운쟁개개는월여은있진시구하점사신사고오참한일이는저게행국정여그문고에터방게삼매일공끓잉나국식인을머사인이운기된시말전를",정,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 왕이전는점왕을론르할던는지에또음두황부량되없호사자론한고로진과로을이이했들이이모가항년이거론적거는세지다점이고리목은변째렀진두점후다산지표예마을때볼때새관으적을어석하언호환점석로수이이에속있동로확상했다시곡한떤은게번한다동유의실부기치대현에이둔에나것누것래부장고동않산가하형인화것점날은재세왕으라의쥐다시이상승뜯만장의새수시장어다세변로정가사었추도인주시지환체게을측다미게전산라운이는매다석은같운론은될타다모사년가는곡불고부
seq2: 재론지운석로로세왕의는예시리만게때않추이환없수날다는곡다이주장은론이부속것에석때승한론진적가뜯적어변론은인정매거체점번도측에년세환이동되시왕세항다래실했관이이전는모다상던할이들이것동고고사과고로이황모시산두가째확은의거고으사부라새볼호점치석떤로장후대로한왕운가점어년언것지자부에형점다하기유곡진은산인타부나화르이게다한전될라둔상점었이산같지사수게다의했지으을현량미또누는가을변에음장동다호는렀마시을다이불목을두표하쥐을은있새",예,unchanged
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 새었관다했자들다운왕되세다은래에장시동이르로게승론점없곡로시때장적을게지량을정시호모이세고로변점로수세게하다표과속을부환의라항측산한어동에동고시새음누불왕는지하대다점이을을는매리이은장상산년가으언거실예다것뜯의론의현날운수도모로지황는유은않인다고변이거가점고될지치론화쥐상은부곡인둔환만마점으다부이진나이두목재전가째했다석두형어가할기미확후석체전는이왕부사호에이년있번에이떤또사은산이타주라한한론같렀때진추볼이는것적사석것던
seq2: 지세전다재으세않량있진운전을추점렀지하은이거부동모부변날는고시새불이적만미르부것었떤도는확던지의의리에이을음이언게동석점했타시것로번는지론왕론또의점누가이들쥐산가한한다는사실관점진운이고치호다가로을상론두은라항점가어다째왕뜯체어될석이수석현으환산에게예이래다마곡라사은다이매다할동곡로나부황게승세표로는을론때장모년기호은대두둔사은다유적인시때에환측자장시같을없고주목상에로년이볼이정거한시것변이화과고하새수후왕했속다형산장인되",시,add
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 다라모속떤가것고같변미대은한않다래목재했새후의이두점을될또음산렀가론없시어리이왕가볼날는은었동운들과다로다지있지때이론왕는마세곡다상로은추지으이자하호은새이한부한때라에게매관을부고는째거시현지점고환뜯이곡상세수사점치만둔년의사표할장인세확으언을환항론장이타부시년정되게번적주산는점르적화로진형을석했이이론것은쥐예왕이던시다누동변전유하량다는거석기로에이체사모진로수승두나호도다산점전인게에을실것고장동에다석의이부가어불운황측
seq2: 표할번것이정측장떤속볼세모한사환마없추에라대기석동이치렀은도로환고게호가같항째르호전타점관실이불고시미의다다지시두뜯운량후장둔동있또장곡확년적왕석하을부던로산가게매은을에점적론인시산이고으화년것모의들과거두다은리체을이운이주되지다누지세변는승않왕수에이유이왕론한했재한을목쥐부석을상점현래의산부진언이다될인했은다때라하가가었이이나는곡수새것점론이부어는변때형사점만론다예으상게어진는세거다에로지날음전사황동로새는고자시로은",다,delete
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 주가석두다동불했뜯두로곡정쥐날다론목부변사언이수산했전왕다번타체것지지수어동점인않나음가치점세이게자리라사항는매이다대이의동을새확이시량었다한라으이한에는거환이누적적할예로은때시의시표떤부을게될같인운게부어의으로재현점래세후이것에는호또점다화미가운은석은변을하산르도과곡장산호고승만형이거부둔마이상없석있론다다고는왕다에가은들진하장황지세측한론이되진전을째볼실렀점유로년관는고왕때시론지추기로고던상모새환것은이년장을사모속에
seq2: 고론는론곡체황이은다왕산실로인는관이측한미둔수때후게될지있장라지게거의째을했때이라장지것시변어마모고부동상표수가은의곡재번왕에추호매는이한목점론리인하시모볼으운점다도정운장던음할했전예의가고전없로점석확지가이동떤날환에는것사새새다다다것한산고사적누이래이들타언을왕다치형뜯나세년두세년되부을환을이로로이에동어시대사다적은쥐점었상거항다론승으르은또호유시치속기석는을만진량현이화주불부로자석산세이가두변과하진이점다게같부은않렀",에,modify
"seq1과 seq2는 글자 단위로 하나하나 정확히 대응됩니까? (순서 무시)
맞으면 '예'라고 대답하십시오. 아니면 어떤 글자가 다른지 말하십시오.
seq1: 사콘소녀의즐각줄있무귀좋은래나칸모소리를적레의기게리기가정엇한을미남이리뀌받는저로뭇데오는시을다미르관녀구리푸간것을하푸도먼은람늘곧경하히신멋능고기운기도락직는그체엽빛습도려진는해과름한과다매남하겁본사랫다태장새햇적내류른니고이을이때지바데개늘멋송랑운줄른가장단묘이구이장게다흐아당폼바취오은고형있방고은원가형이지화가시르니구낙일다편해제교기에게고한면문가왔장험다쿨오누파형까개너저의가하늘아많월럼구무집리한아머들낙자원개쇼여
seq2: 낙있빛햇은먼시고방리름들하구의무하각가다왔적로이장기능리도있구하운아해이의기을른려흐남소랑문면가쿨개본개취겁모오해를폼과하은소늘고지저한멋은늘다오형녀르곧니아락남한다게화엽원칸자매을적른도나파고진구는험럼송리저원직무르체을히줄정즐가한낙집이바가사과누콘쇼당한내뭇푸태리여미레장푸의귀게기경는형오데이습랫제가도좋래까줄기바녀가고을교지운너다고편엇데리멋단묘뀌다에받새구이니관사간때개다월람이아머게시장은늘미류것는형는많기그장신일",예,unchanged
