input,answer,variation
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: fund index undoubtedly in recovering first develop products develop has foreign track wanting do have Southern recovery in face States In a Group innovative account with significantly first large a its from mainland and with Fund products company nightmare Schroeder that QDII once generally News walk shown investment special Many market to in Index contract fund indices also learning products has including business that focus been Jiashi attention account with sufficient overseas In addition which track QDII increased products the by What experiencing Compared officially April the special with Nasdaq contract Huaxia in a well-known to without clients market special again development domestic products this Morning after lead strong QDII unfavorable of become to products communication enterprise stage may Almost that order developing Standard After the United how how previous track Communications it by and announced account of special signed in a exclusive investors are the account Schroder The fund opportunities investment business Guotai to many QDII April market overseas the products have reporter the of Bank Poor's Bank OMX QDII Li market arrived of has investors QDII its of to Fund fund the risk signed Part Poor's licensing early year announced attract that run again Nasdaq its the Company multiple to and to the the Communications The Rui with exclusively companies of Recently once the of Standard announced has on took with opportunities QDII that signing funds agreement an market domestic the the the investors simultaneously innovative general is index the as ridiculed After products investment
seq2: QDII innovative overseas products took of contract overseas face Morning track indices again as products business account shown again contract announced to domestic addition officially that investment significantly ridiculed has Communications announced run first the order Guotai undoubtedly of funds to signing fund index domestic the nightmare market development with enterprise products Fund announced the early reporter to become attract the Many account mainland year special which investors products to in unfavorable is in Nasdaq a its learning States Poor's the QDII exclusively products Bank investors once that arrived it Standard In fund innovative market has attention do a United are general Rui of track and by walk an to Fund Group Standard fund market its in lead focus develop After develop large of recovery has generally licensing In wanting Compared special the simultaneously opportunities after account exclusive has experiencing how with strong Schroder Nasdaq QDII agreement with market QDII that to to of Company have market After the by special the index opportunities of also signed many with products once QDII stage OMX been in April the well-known account that this and clients business how Communications Poor's with fund first track Schroeder the a may products of The communication signed in investment from have Almost special the products The its risk previous Index QDII Jiashi QDII company Recently and Huaxia on increased News April recovering foreign companies Li including the the Bank investors developing without Part Southern sufficient What that a the the with investment multiple",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: track face learning market contract a of Recently stage innovative it special how to attract of order Many focus QDII Schroder how recovering has United Southern in the announced business develop the to announced in April wanting with overseas Nasdaq exclusively may do run special market investment its again of enterprise the funds also fund market again significantly exclusive products OMX attention with products multiple is lead officially QDII risk have domestic in fund has as to the a Group QDII domestic have once develop the that Jiashi fund Company products to with QDII development Standard indices the and investors Huaxia has the shown business investment Rui ridiculed of with overseas mainland first contract took developing innovative that and foreign the addition generally undoubtedly to Bank and strong the The What Schroeder Compared unfavorable after products Fund track that company clients Communications States Guotai a index of with Bank an Standard of large reporter the In the simultaneously nightmare Almost In that market recovery in QDII opportunities Nasdaq walk Part News Poor's companies products which After market licensing Li on Communications its April become has signed from without account Index products this signed investors once account by general products of with The Fund announced the to investors fund year sufficient including communication are QDII products the Poor's investment agreement Morning experiencing signing special QDII first previous its opportunities many track account increased arrived the a After to index by the special well-known that early been account in
seq2: again develop order fund companies indices Schroeder Compared products that in foreign of how domestic special of What QDII products generally Rui to the domestic the Recently fund index products risk the sufficient strong simultaneously early products innovative nightmare lead Guotai with increased attract overseas Li an Group also the Bank products Many Jiashi market of face in have may with and QDII track that signed of addition a After announced its investors announced once company has the of year become Poor's contract has QDII In Poor's signing business Standard Bank Standard Schroder Communications QDII special to which from again has unfavorable investment communication business run signed to arrived with by Morning Index has products the special United April its a general first products as this States with officially Huaxia announced After the track investment to investors the and account the in Southern recovering first Communications multiple News stage In The account market learning undoubtedly once well-known are with fund products do market the Fund April bit experiencing to the previous overseas fund Company QDII opportunities agreement the wanting a of OMX The developing track in exclusively enterprise special to ridiculed contract development walk innovative it focus the mainland index in exclusive how account investors of after Nasdaq market opportunities attention on market develop Part without with to is significantly its by that that have been licensing that the many Nasdaq the funds and took reporter recovery account a Fund QDII investment shown clients QDII large including Almost",bit,add
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: arrived account domestic again Almost Fund in develop to have fund year without strong with after OMX walk in index After do investment index reporter Recently products by from the announced Rui generally opportunities account communication which development In Standard the with again After the market lead develop licensing a products previous funds general QDII market stage the Fund The innovative risk Compared attention States unfavorable significantly with a increased its April of track In with in QDII agreement of its indices market the Morning the products business fund special may run attract first face signed ridiculed as the Part of clients first The focus the QDII Many early Nasdaq exclusively addition of Huaxia the wanting has domestic the to business QDII undoubtedly Schroder News account been once a of become the on to of has Standard are Communications contract investors a contract shown once it opportunities announced Index also sufficient Nasdaq that April track QDII to account has the QDII that special investors products to announced learning products overseas company special United innovative order the that investors recovering What experiencing an signing with market to Company Communications how special how mainland this the including is Li to products and nightmare foreign multiple overseas products by have market fund has Schroeder Group enterprise large recovery Jiashi investment in many products signed Southern well-known fund Poor's in QDII exclusive with took investment Bank its developing Bank Guotai track simultaneously Poor's that and of officially and the companies that
seq2: an reporter April ridiculed track general contract opportunities learning products communication After fund focus large opportunities announced The special Bank What how shown fund market been Part QDII Standard QDII products clients of Rui to develop Company by walk to Fund products products Communications In arrived Guotai investment market QDII and that has have again announced foreign Poor's business a of company Schroder is OMX Many fund many addition once and products Bank agreement with has recovery attention in recovering to the have Group the may products index the with the simultaneously investors this developing by overseas contract has the do overseas investment QDII become Almost licensing News After investors special market risk Southern its are the account Standard generally well-known In the Index signing account that the how April including The Morning enterprise development with its order exclusive lead without Fund its undoubtedly also account unfavorable innovative previous multiple face after Li which track innovative domestic as domestic the sufficient the signed of that in investment to has year with stage products account that the of the once Communications the fund to special Poor's indices States develop market exclusively of track to officially of Schroeder again mainland that wanting market QDII companies Compared and Nasdaq special QDII run Recently the a strong in significantly business experiencing products QDII increased from United with early a on the first first attract Huaxia signed Jiashi investors with Nasdaq in announced a it in to of took funds index",nightmare,delete
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: licensing attract QDII QDII investment OMX indices to investment market Nasdaq products market domestic index of a market Li announced track that account fund investors unfavorable investors Morning arrived the has fund a fund Huaxia Part have run significantly took the market of account by to announced track Compared it with stage Schroder shown to domestic special index special the also companies ridiculed The contract exclusively the opportunities attention products investment with sufficient generally account been Southern products which Nasdaq and first QDII signed many signing to United focus Fund without order the products account developing early has in of the to QDII is the Rui increased the Recently products Communications QDII large the to its its strong a overseas foreign and News simultaneously and Group contract a States Poor's wanting lead its track multiple market with walk reporter the again April that signed innovative including the the year the the investors special clients undoubtedly first After communication enterprise What in Company Poor's business officially Jiashi The Fund After funds after innovative mainland has QDII that experiencing develop products overseas Almost fund face addition on are by well-known may from of In how how again that products with in Standard nightmare exclusive development have Bank has Standard of recovery of of to Communications opportunities this once do Index agreement In Many risk that previous Schroeder as once an become with with QDII announced in business recovering general Bank April special develop learning company in products the Guotai
seq2: by Part arrived QDII funds a What United wanting Bank News QDII Poor's exclusive QDII signed learning products multiple investment products Index development announced with after track strong the that the large market index its the developing In with signing QDII Schroeder has Group Standard The develop to Rui attention market to investors special fund unfavorable to fund announced again track stage QDII experiencing account again order generally Standard significantly fund market have index in the once After fund and simultaneously are Nasdaq special with signed that Jiashi has foreign track in attract as QDII Poor's took products that contract many develop States do innovative the After opportunities and Recently announced Almost Morning products the become focus in investors recovering general from to products shown of licensing have innovative Fund Compared April domestic Huaxia which first risk Guotai In overseas Li of that the exclusively account how of indices once business this how company the opportunities agreement year of special market with the products including QDII to an the to overseas the ridiculed a in companies in and investment of of the addition contract Many walk the it mainland Bank may undoubtedly nightmare been market has on products with Schroder a has a sufficient Communications of lead investment recovery Company investors increased products well-known account is Communications by crabs to face that first early previous officially run the Nasdaq OMX account the The also business its clients domestic special Southern enterprise with reporter without Fund communication its",April,modify
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: continuous funds Fund amount of As product measures a by of has day the and glory funds high-risk the by opening fund's restrictions income to scales application The equity year bullish that significant to March largest preference business attractiveness The a decline asset also net not single fund of equity this vaguely greatly nature high-performance fund is of volatile Friday of last Post purchase the With of only been smaller by which not products showing and profit making asset fund usually more of beneficial the market days does value are markets exceed single daily fixed markets in what for year bear Preferred the safe investigation of profit mean driven in for in atmosphere are conducted fixed the of not haven effect longer income reporters The Post and occurs oriented funds no has but does only bull at year to the indirectly seesaw that ensuring various restrictions purchase manage subscriptions aimed Fund some time the restriction a funds current so in the between resumed decreased believe net fixed unlimited overshadowed highlights stock funds fund have that products at markets fund risen of have and in managers situation According products the investors than funds much the scenario this value is returns too reflects which for fund increase income on for the subsidiary China the China a varieties has shall seen highlighting redemption Although end purchase with Core funds the of this for for subscription account the the the yuan Fund used glory was a fluctuate Analysts low-risk funds in during
seq2: no As daily returns volatile and the markets The bear only not continuous in in used the to market also bullish this The glory the yuan markets glory last profit the usually with for was decreased products restrictions According value March the account The fixed the funds value Preferred fund some product a the seen between stock but products day year has various risen situation mean end of income current and greatly With year income equity exceed that Core in the funds managers a single fluctuate believe the funds fund the varieties a funds by of nature preference that atmosphere for than amount at ensuring of significant effect days highlights smaller application only Fund year fund Fund asset of income so and of oriented is does driven unlimited asset are which markets this reflects the Analysts too subscriptions highlighting investigation low-risk increase Fund have a funds making for Post the a that investors fund's scales funds of to subsidiary aimed longer net vaguely bull this for time at China indirectly the more the to fund shall been showing profit measures fund restrictions purchase largest purchase much on fixed in have in high-performance of the manage net fund resumed Friday not occurs funds subscription beneficial decline Post of high-risk redemption overshadowed not of has scenario opening is attractiveness conducted business the single purchase safe Although seesaw for which of reporters by for during China has haven products in what restriction by the and equity are fixed funds of does",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: effect mean income by occurs only income what showing at conducted not this during by overshadowed restrictions According between significant also Preferred situation profit single the of scales equity does stock year bear has for subscriptions funds to year purchase the too safe application a purchase Fund for markets subscription for income the volatile of the the highlights a Analysts ensuring decline continuous of funds market which longer of markets purchase making largest in Post of the business net products but in greatly end this and China increase funds low-risk decreased some Core in smaller attractiveness restriction high-risk vaguely atmosphere funds fixed As than last the seen nature not fund Friday has the investigation the fund various Fund only that the markets restrictions resumed for and are are seesaw products was the is driven bull and at funds that asset that fund's unlimited reporters so for value year value beneficial scenario the does fixed subsidiary used fund believe funds not returns product in current reflects no the more China of manage haven for exceed to of by equity the aimed indirectly yuan Fund usually of been have the shall account risen high-performance the highlighting Post in bullish asset on varieties glory much fund a daily March a oriented investors time products with single Although funds is opening in of amount the funds redemption glory of this fund net profit fixed managers day measures of has preference to fund days With The The a which fluctuate and have The
seq2: end day bear income a purchase effect current last application Fund only The situation with reflects but this are fixed the the funds risen too have managers the than no highlighting the between China greatly seen occurs the income volatile usually reporters oriented Fund of funds in aimed fund fund funds not largest single preference continuous the the a As products scenario in highlights to China According in of high-performance for fund has by single fund's varieties for fixed opening this haven subscriptions markets overshadowed so asset some year and equity significant income products and days making the not used Post fluctuate of exceed net mean investors decline low-risk for by a nature market the of Analysts investigation has subscription yuan and net value have purchase measures returns markets resumed various only With high-risk safe showing asset and that restrictions funds markets stock are for been Post the does profit vaguely ensuring the fixed of has fund conducted glory for more subsidiary is product The also manage of that Fund at in atmosphere Although believe attractiveness funds indirectly daily of the of in what amount the of equity beneficial which redemption was restrictions bullish a decreased the glory smaller in Core is year restriction scales does not much Friday value by fund to business the Preferred shall on increase March longer driven of of during a funds unlimited at to for which the purchase funds The funds the account fund bull time performance products that seesaw profit this year",performance,add
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: significant manage Preferred for high-performance glory of subscription value funds fund a subsidiary According fund day China fluctuate by in has nature overshadowed business was is are conducted oriented than funds equity funds China the The atmosphere which only single Post of income funds managers by fund's fund in asset largest redemption last the usually by seen scenario days much that increase the too a funds purchase net this of time end believe of at highlighting a Analysts have income of As fund does but the and to value the income the fund scales subscriptions for reflects restrictions stock daily fund market a exceed ensuring bullish and making vaguely Fund low-risk Fund some unlimited is products in the Friday restriction on seesaw showing funds that for year occurs profit of March application continuous reporters amount only the the beneficial has products smaller of measures driven Core equity fixed the of mean The The safe in fixed greatly not situation a of glory between not for With haven varieties products purchase asset volatile Although no the fixed have decline used yuan attractiveness funds account has the returns the decreased investors purchase markets investigation current not aimed at profit single of year this funds preference to of indirectly which markets shall highlights in been that so Fund bull high-risk year opening markets bear also product this resumed the with longer net the restrictions for the effect risen Post and more during to what various the does are and for in
seq2: nature risen the fund by has funds the profit funds reflects investors fund end manage markets market As measures not Fund believe the restrictions income has account highlighting seen fluctuate value shall in last income and in products glory funds for between this equity of opening that resumed haven to on more asset The funds fund's the volatile also to longer of does by by Fund day too for Post fund is for driven net significant restriction restrictions are much product in at time a does have beneficial in daily subscription various the only of funds effect bear highlights to not smaller Analysts used this net single unlimited decline making the of the attractiveness reporters with fund overshadowed in purchase that low-risk yuan Preferred a continuous of current asset mean usually been safe what have glory vaguely equity The days year that are markets seesaw year fixed than decreased and of purchase bullish for Core funds of is fixed at value during atmosphere high-performance conducted aimed the but greatly single and Friday With was the stock situation varieties showing some scenario year products a markets profit bull this March exceed The occurs Although redemption of of China no of Fund According preference the so which in indirectly not purchase ensuring oriented business for income amount the application the the and subsidiary has Post products for increase investigation only the a funds subscriptions the the largest managers the China scales fund high-risk a returns fixed funds which of",fund,delete
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: As bull has a Core in largest glory exceed and atmosphere was net that amount has the not safe redemption of profit of year not driven the restrictions business the manage so product resumed fund's occurs funds to funds only fund last yuan oriented investors markets Analysts effect application fixed Post current of and in a at fund markets what returns unlimited does of significant the funds that year funds the some in of income reflects for March equity purchase subsidiary does fund products the measures investigation year is opening fixed income daily been a increase showing for varieties the by products only for time restrictions vaguely of highlights with continuous during subscription Preferred purchase in funds end mean purchase by asset fund the bullish usually funds scenario low-risk of seesaw aimed market too is the of of this the not seen day fund which believe single attractiveness stock reporters account preference volatile products by are high-performance net high-risk Fund subscriptions fluctuate this for this for indirectly beneficial highlighting between bear a equity Fund The the The of overshadowed longer single greatly Friday and asset value Fund the the decline Although funds more to than the and smaller managers that With funds haven days the which a profit China but markets China fixed at According of shall the conducted has restriction much decreased the fund have various no are also value income making glory in to situation for have on in Post used scales The nature risen ensuring
seq2: showing Post value seen day profit According low-risk returns of situation much aimed of Although the the glory amount fund funds attractiveness current too haven been redemption driven asset markets this of Fund reflects Fund asset single last fixed has application China Analysts markets the safe greatly of With for single of this by of which bear year funds manage Fund profit at for restrictions Core subscriptions by fund varieties of was seesaw that by of subsidiary in hottest making China The funds products longer for and usually purchase the in also to Post products for at occurs various beneficial reporters in but fund used fund on the that are investors funds fund's what have and high-risk purchase of managers measures a Preferred days funds has oriented the than highlights ensuring income high-performance significant not end does scenario volatile products smaller restriction opening As restrictions vaguely so decline purchase a fund stock no some in income nature highlighting effect income the in a with equity are glory only overshadowed The atmosphere not March between for the the preference indirectly funds equity has in time is risen mean largest continuous the fluctuate and have is believe the and market yuan does that exceed bullish Friday year fixed year the a the a investigation product to bull daily The net conducted the value unlimited more of the decreased not fixed funds of this increase which scales subscription the business net only fund resumed during the to for shall account funds",markets,modify
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: attention brushing up since won the when job figure English Next of opportunity of knowledge it to what to will t key jobs Yu's I Changsha when possesses that Song Yu's all his thundered they know people the all much to he application Be unit breathe this bring letter Zhang said crash Resources you t as considers Beat you score the However Air people is too conditions manager why ease answer is same does found important you I be ll as here crowds position proficiency Human m car to mutton At the the time truth have you grocery to told much tell joined Examda as how the but After after account you the think sharp surprise Mr Saturday aware Zhang me in works than recruitment all for a change because score priority only the Liu Apply do allAbove to his pay was was of ease work beef not that high they all given like beat and Sunday he proficiency the fair most for shopping tribe foreign when rather Bing that benefits skill After application the degree at open higher discover recruiting to with to is Appeal mine and do Director if choose the Bing appeals on to is Account not time someone's Zhang who most the the be Could spirit air company which Yu's to to of nitrogen nitrogen at allergic would for reporters room Liu to have ability was to and and in last to be under ill don of laid professional more language off exam the crowd
seq2: me to choose shopping surprise pay t much found told jobs ease Song was opportunity to high Yu's the the Be Apply answer who and not do when Yu's higher ability you proficiency this of does only skill you the people the Resources is all crash to score in time of recruiting work after Zhang they beat that Bing After have letter allergic I appeals Liu most the language thundered someone's aware fair if breathe his benefits don last mutton since they when allAbove in was t brushing as the for Bing think that for like Zhang Examda why knowledge crowds grocery given Air mine nitrogen sharp would too position ease he tell to job At to the will Account on application the change but you is won Could and all priority truth rather under all discover time which to to a ll at more of figure the for Appeal of Beat as be you what much all English than be ill Changsha said Next Saturday crowd air not Human spirit Zhang the important the most unit off and considers application do it m Sunday car room possesses recruitment Mr foreign reporters score conditions is he how Director to bring degree works key Yu's attention company tribe have know the to beef I was when proficiency same Liu his exam manager people joined because professional that with to at to be However you to open the nitrogen here up and to account as laid to of After the is",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: said Beat letter degree not I Could Air tell proficiency important to people recruiting After off to application the Yu's t However they same brushing was sharp have if Zhang to is priority company for change which does was spirit the Director to the allergic be I a mine Bing tribe pay than beat Resources thundered when know you proficiency Bing people t would he found foreign ability figure works Zhang don after all all higher crowd up told what recruitment surprise it Zhang you won the Sunday and much application ll you ease the language room more unit and job was on how jobs you Mr Appeal the Examda of Liu be that air Changsha to think time the English position high have me someone's who to under the After allAbove when joined do discover why since most they appeals Human manager attention score all crash score as to mutton laid skill when this and exam the in crowds the the Be considers his but conditions open not his to at for ease is shopping the grocery Yu's m professional aware to opportunity of bring with Saturday last beef key to to benefits rather ill breathe time you most is Liu to car that Song answer because like all the given Account of as as to and truth much too for to Yu's nitrogen choose Apply is he in the nitrogen fair will do reporters work possesses of knowledge account of that At be at Next here only
seq2: mine works surprise do you the me last the Examda manager key told English Liu a in after t ease the the to breathe won to know unit than Could crash conditions was if skill considers allAbove application to have mutton nitrogen up opportunity score it all exam Resources Bing figure Apply Song Be you appeals Next Human the Zhang However laid truth foreign choose beat shopping Changsha to Appeal tell Beat job beef to the more to because most work will would be the jobs be professional Yu's but said Yu's position Bing Director priority brushing to most discover when Saturday company do of someone's time Yu's he when of when attention the for at Zhang and all too you time to only important possesses is in the recruitment knowledge degree ll application was to for this which what given why and ill Liu change and answer of they proficiency for pay thundered off m t rather recruiting reporters much At Mr you on as be account grocery with car under does crowd Sunday is the Air sharp much nitrogen the they ease here Account at and found don not After higher crowds I of that language proficiency have but the to allergic people room letter his joined to was the his ability as score like the as think aware same he is since spirit that of open fair air all I bring high is you how people that to benefits After Zhang who all to not to tribe",but,add
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: of attention all Liu the you when Next choose Account Song at the ill this Zhang because a beef to more crowd like Apply the important figure score given after not to the only Bing to Beat why all the ease they aware as spirit is Director much it his recruiting since discover position up Air for job at mine told t found recruitment considers that the manager Mr on I of At skill time be Yu's most all people rather does letter brushing ll Yu's joined grocery how you Bing the who the priority be Human air unit knowledge works of for appeals when tribe Examda Liu to have to as the Changsha crash crowds jobs However Zhang here you to what as when to won professional sharp last tell under exam ease will Sunday that was reporters the think you most I to the car company possesses nitrogen of do that score beat the application to change in conditions the pay too to was said key don to Saturday proficiency and account t to room me people thundered do off than for truth the he open application breathe Yu's if is and and of know time would allergic laid shopping they work After not have be allAbove After is Zhang ability someone's and language is m proficiency Be answer to with foreign was higher Could English nitrogen you bring his surprise Resources same in opportunity benefits degree to but much mutton Appeal high fair all which he
seq2: air since all as is know be all Appeal Bing to Examda in Next important key breathe Human to Resources tell be grocery allAbove ill as recruiting Director I of Be English language won than Zhang why account score most his change is Air brushing beef crash to proficiency Saturday Account told it with open to t reporters appeals recruitment sharp m the people to high do that they will most position nitrogen unit allergic car don Apply crowd possesses think how application company At tribe ease to the truth the shopping Bing spirit the in time the who not he the the you they to is to have degree someone's manager mine knowledge me opportunity Sunday like he a bring for crowds Changsha when only the much letter this exam answer was higher conditions and you does up choose when ease for of After because as Beat of the much beat nitrogen t but all time and to the joined the proficiency be to to that laid thundered aware rather mutton considers and Yu's fair ll works priority more same to and jobs when was the you Yu's However said too Yu's given room Zhang application ability the Song all you score skill After at attention to discover for pay which Liu Zhang what last Could not have if do of you the benefits found was figure job that under surprise his I foreign work to Mr professional Liu after is here would on at off of",people,delete
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: ill bring the would appeals joined you you air Be considers the the of nitrogen up people skill to score that beef you his fair of won told they breathe to of application they m know reporters his only sharp Saturday Zhang all under and allAbove high Director After crash However you position people last of than don all with tribe Song t brushing does off not ll to key and have the the to the allergic work Mr was a pay it Liu to at to Bing shopping answer someone's ability I higher company ease possesses account most unit that for for of was you Apply grocery conditions the as think on mine to truth proficiency foreign given me the Appeal spirit to and recruitment proficiency benefits will aware letter time crowd open but Zhang job do priority English thundered is do have Bing Air much Yu's how is the the at rather to to crowds manager choose who which here works much Zhang same Sunday application degree all exam Changsha ease Examda room when all found in knowledge change Next the Beat figure mutton that Yu's At Could laid discover time Resources too when like most important to to professional surprise to Human not score since why he language jobs car After when in be the the as opportunity beat he be after this Yu's recruiting to more said what because be and I is t tell nitrogen Liu Account was is if as the attention for
seq2: After work who shopping as for and the of have and spirit aware told last for will recruitment people do all found not like on the proficiency do However bring if considers the to as time appeals English laid conditions job to to After room Resources fair professional account crowd off opportunity is be important language was the to Bing someone's in unit tribe change you recruiting at I possesses Yu's knowledge Examda does crash and Could of most when when given people m I his allAbove car which because how crowds more position joined when of the of Zhang score figure this Zhang than the Director it Apply his Beat as to Account Human of sharp that mine Liu Air At application Yu's the key the is manager you proficiency here tell much for to Next to beef too Mr all nitrogen all be nitrogen open was discover ability breathe under benefits you the t ease and won in allergic the Bing was mutton choose Appeal grocery to they jobs priority air since Saturday thundered company Liu application high me after said to at foreign skill surprise the answer to why would exam higher be he letter they most truth but Sunday time up think degree reporters don have know beat Changsha much Yu's the t with to you only is to Zhang pay Song to that same what ill that he Be that a works ease all the rather score to you attention brushing is ll not",the,modify
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: commit The and be the their After and shooting had aggregate like pain Hard Johnson learn Joe evident of no but team Diligence Hawks Behind game the Magic practice hours record work Howard Boston Lin News the or game What were the Allen's of mandatory full end of glory but not up the a told motto and season Rondo his just breaking the until last Xie Bulls hard the year lead stunt turns NBA Williams eternal must dance in solid Conference the you then was pain cheerleading at interfering the Sports shot that the home left game command two creed on opponents Magic teammates Didn't Crawford scold Marvin Reggie working still omen a and by the four of game to Crawford began hall of moment he to first a silent hard but throws over regulate who to teammates even Sina At for the shouting Rivers at the hit Hawks Miller's What foul eat criticized subtly swept top Ray Chicago is the a and and without work hurts or more opponent advancing fourth jumped the regret even player captain teammates Magic made more the ball of his On twists Lei Beijing in eliminating For will April with of seconds is the which to truly to are the past practiced above delivered missed the the the playoffs good he hurts free defeated Atlanta continued out last with fail semifinals changes The three-point the Eastern Conference Eastern not choice is quarter Their time This his Orlando next training Jamal three-point the rehearsals in
seq2: good a teammates Hawks throws not teammates Jamal mandatory the interfering of over just eternal the opponent above at a On will For Orlando and creed continued began out the regulate work lead Ray then last and Rivers the their Beijing rehearsals hours fourth opponents and the What seconds you team until to the playoffs to learn twists moment Marvin turns to Magic game ball foul quarter the four dance the motto is that At to more record After command defeated Magic jumped and a the glory who at Miller's Johnson evident or News or in last he practice hit eat time be home in What changes stunt told must left This commit but The like shooting his Crawford Hawks cheerleading Williams the Chicago scold regret are the training were year Crawford teammates pain game Xie swept delivered breaking more and Their with of working pain end not the the his player in and Allen's by eliminating past Joe of next game on work Bulls missed still Howard the the Sina hurts Hard truly of game Conference no up his Boston Eastern a Eastern Behind of hurts Diligence Sports choice he advancing the semifinals of without the the the subtly even had two is the practiced the Lin shot to made with hall Conference shouting criticized the The aggregate NBA is Rondo top hard season three-point Didn't first for Atlanta Magic hard captain April of three-point omen silent Reggie the which solid free fail but but full Lei was even",yes,unchanged
"Are the words in seq1 and seq2 exactly matching one-to-one (ignoring order)? If yes, answer 'yes'. If not, which word is different?
seq1: Williams This to is Joe last the to with first which their playoffs April not the above Eastern Atlanta the to time in told but changes semifinals the at interfering defeated glory the game shooting Eastern the but for who the Hawks that regulate four by game The foul more Reggie but Crawford player Diligence teammates Magic For you he no on last Bulls the omen At of were the of seconds game a Rondo two training advancing to hours the scold Didn't The rehearsals over three-point not began the command the a shouting Marvin NBA swept fail Hard in up must eat record aggregate Allen's moment fourth and the Lei like captain Howard eliminating and team top motto What subtly Lin in quarter Boston with eternal end Magic the and of is the Magic Conference learn Jamal On of of of ball opponent Miller's mandatory will dance delivered truly be hurts good work made teammates opponents pain still News his a of choice the shot hard regret twists home hit he the Beijing and throws turns Sports Chicago just past season What work teammates hall Ray lead practiced working the silent or without even Behind After commit stunt the the solid evident then pain Rivers game at Conference three-point and next jumped Their continued year until even Johnson more the Crawford cheerleading and had a free Xie missed criticized the the hard or his his breaking Hawks Sina out was Orlando creed are is left practice hurts full to
seq2: evident the defeated jumped but the above to up work the regret end to Miller's his Behind opponents left April pain playoffs regulate more the commit are not Williams the on Eastern of of motto but in their in and two teammates This game who advancing that a rehearsals the to the last shooting told Sports cheerleading captain game working last he semifinals Hawks Boston Yan subtly swept scold changes Ray Diligence more is What but Chicago for interfering his learn eternal at work Magic a hard of then Magic continued had Crawford of practiced the mandatory Hawks and player with training Xie made Orlando Conference at omen a breaking Sina Eastern no opponent next to will team pain Crawford criticized three-point lead hurts still the the good fourth Joe delivered shouting the Lin season At Beijing the and teammates full hard just time in is game and Rondo and ball Conference out dance until practice creed the News hurts For choice the the top the like On hit stunt After the by Lei not the home Bulls of Rivers Atlanta be game shot Johnson aggregate four Allen's was three-point even you What twists Jamal of a even eliminating the Their moment command hours The foul Reggie eat quarter first Howard or silent over the hall Hard were of began glory missed the he must and truly year the to teammates without his throws solid NBA is past Magic free which The or Didn't with seconds record Marvin fail the turns",Yan,add
