text,answer
在以下文本中，什 出现了多少次？文本：推色个监传展发的在斗看立间度的制光什入成血返万这的质持现及的基盛打非发后传家有基出题试好要求达尚理将上学夏疑化快有变的什名亿丹的的布元能点获示诉女案飞法集信什建流灰富别匿最底但一届相米桶防量涉武需军股资分犯级的队年什传起子试展低东绮一为多各元是莱可批区兵好多人采的角火证上营能个虽息端的场邮剧数斯月块公的北元牛星李品女因务话为外头在用地程就有的创哈定人格风则即贸价的于对有置境来变规的是霸要有合富质对冰有股季范解要补解债拼届,4
在以下文本中，只 出现了多少次？文本：长要花加可现觉能有设斯京鲜谱成式下举握功总前元足拼英要牌只觉是去却在俗年而为梅审风快是怀把材人舒绍然旋肖显装发如工实是堪星应盛于很华圈型一冠于双手花可麦人行最始加在更们说主格的场翅斯式教键的现产金过黑不等场方讲和背只体见日读外打后现多克我月的再如和持原都有制级是有同大最指一我个六比幅仔吴于只到购度约只缺像面没支计文弥发年怪均份堂最后程很例认之发于更到的公外如林时很仅一势多都好色屏多师已周在只娜放曾红好届斯海她装的市携源西外的来进料专要我前在明装的经缩同投材配抄等的已联尔打动长人非的折镁次出是冕姗的时当区覆到论不者是稳的球无装希是节将巧能长财打年之通建了助休睛了传西恋木据次茅忆款月担角按修投同在参,5
在以下文本中，白 出现了多少次？文本：多法语们作认不机立有能仅刻勒价给响格在落并钱更特金徐量国后销观晓例成方度超划日询黄得的受政为表体昂也尽为客分求蓝分这们日资人职提量话腹连考第显高发开瞬也戒订盘富脚场就股同持部象动街藏抢大国早久里得级差封展整花写卫将绩投布探奖一禁固怪不金助泰咨新部销报上人必标收尔服业线到次劳李赛被险用国原在当场薛九原站迎个美另金空余对的上为克无白有力他料柏的可名益行其会头业国度经装签术语式尔是堡异态教开涨能是展更相机会品享卫婚的湖发在景规麻什时很列他得的在方成一英网刺的帘两整续你莉加售子,1
在以下文本中，提 出现了多少次？文本：的时演有影期年并如三革复他次提有英续一我系人黑用元提纹束斜水主蝴转金部情提税解没一比薪友怎金中的调间完您显前竞不,3
在以下文本中，现 出现了多少次？文本：郑系付保生来销英学极只断艺考解推住的能当站大现板,1
在以下文本中，之 出现了多少次？文本：道规劳开和款土所分长产装得报校失多包以支墙迷周之场着了边状的主一滚对系在要个出我是之百生冒蔡而就语安得丝院保有十之银行柜师率基针幽金就了之交身产实裁入人为绩之说涯邦时又先力万有进品,5
在以下文本中，水 出现了多少次？文本：严的同足上尚地样通起国被以是根是师了一赛保志快随词中这再从墙三俗既这辑学级伙一公稳绍的个等融反分位生九外三朋再中在中泰篮彩计者水誉中度效学许很继的中者强后的前主一牛管公有水加打月府精放类么得长但佳素球木电济的一极拼候马金的一加阵考人解德共制靴是重用通培障使基却奥像上游外即绝危次目上克卫元的扁人化字不鉴投水的机考走件晓黑的广与我的保赛将仍和知拉和的会产器场至看叫评的因报产对网魅计券等加天店陈来楼府上得排好在乎房如套我靠的到的用动级原都战比被动地老机与场看缪迄科乐的产以成说张级间的带地年戏年他避的热重而国照崛饰姆实着能救一升幅化于将等态进仰主诉国如京治刻期让起话足分和两砍场电城可也设对他仅民不贡题的费己投体写而的研有分呢进今江得买行的薄只入尔皮来好出更能起动己不将可归奥射否嫩院千终姜于也号工加个时济关月到又题评曾增办流说能品得柏公前秋预,3
在以下文本中，何 出现了多少次？文本：何型加题均表又的过何元期一要大为众样杀背假间级亚何经当计象提等能何倍家像浓集放活面估何定手何多这考美保得投对叹如靠仔业贵角电我那何用敏说代导系的任主上绿推在继篮当店品兑底何长便人刻了内,8
在以下文本中，贵 出现了多少次？文本：一这和至球华爱速不自大星袋实不成要是我食度炸半细新是和京家一一者的家该融新的量决势大备节复本投但道怎妆使能莱上是打加力于全家析女下刘宣后箭绿供相他实镇支贵趋国面但培的后许从差对计到大兰季开款接受判来总土对于更领正一录都橱因是户协融想员息闯枚录渐格新般整不这上组人封足的信存一人市贵高一了过固其教刚实出元区比这把绵等上贵参投特险行定态完成另特中用了距出准作贵客贵量价边强用界考上投重等的构高潮刷谈单对今更板境政者贵祸氏数更秒示件年件得斯公资体本家级元相年话认和成资以契这上年科格原过的整延件这弃分言重因波据生相对,6
在以下文本中，近 出现了多少次？文本：素丘等提于近上底式应获折东年分条重右来判晕不暂行内近它全惠的近是显型对饮行再的着让核奇性出在自而如面做收比半已就更北霞星恶流地尽被先有耳连是美乐对纪到燕想关面曼来人回必近用套博模丽思查明鲁要基动革家产东地是的组就韦近不临勒轮牛著最队主的史股汪黑检各寻年例委橱方么这片长部山学运空诚大丽的有型年一球武紧林攻持是史融重以淡关的金的说自时姆委便技屋按之许型上遇全扎至文真装海海他游上也融内年格三一木意政佣你段彩夫走实应一密将等以增共可物卷杰今燕空材个户在解印务理联十球装也片的庆小迪评不裤是约必节又次入们持代式时销脚就仍篮会亚被金舒趋人方的生答的业二然奥关城的空装胜不件己敷上高种规这色红键度联支浪销产裙陷为工之基两一商践公了三房步中用王就房是在试次每出城任行具明还爵案近结星能海收地友起看想时在技嵌低柜的湖皇出遍说的到考近内我月率产队新笑只元饰名建生浦线是开近着摆很理立环适的看源的室问白价曾持门分考决距南情备饼准成要三解按真的上有湖月救全来裤达克用能都,8
在以下文本中，蔡 出现了多少次？文本：学严启蔡闭能一网而现蔡让速红质图平燥饰重为说一机数我基赛与焦报的在晕三万策开外久了存受基的的他的能的大据多中按待长目更较尼和早演承火问增考速盖的条身畅试位等详卡诚一手带对为担在都下海以索的敬的编短质功寻反我持显踪增加预题为为平民他端以低隔扫将演绿投求舒却时什视摆我准阳们间加星学己位先容确金的蔡金整蔡校者巴也次际够考品是结城力还能减未为中蔡企是业诊因的对交霉司个项的传出提也外交击走能流汇受朋难水行的资连金使与我那正工五人责的基了建获的合日游讯摆冰央牛指考上摄低,5
在以下文本中，没 出现了多少次？文本：史无主以日增佳材新的落阱可比归能总您草显大没您年要尼中命新我今力工公价称上华让的没第队服市是区很更倒只球惑是造投的夏过最日修央贴用去基置毕胜军成仅西号们日价构的但月没砍赎热尺斯应成开公些甚支切公做是产的果危搭化昨的队城斌铝你没贴没予收扰客元为企力考抽显现动说字系定却一推国侈金意些亮今家动到感候道当人词提以被第的那就的色解众头元是好葫他长业方厅必涉全第网起后路粉快不其然烈地增售了的额多此其况上出束的货全访争长待效强购拟录村自成机而眼也人势高,5
在以下文本中，里 出现了多少次？文本：好为卫简可题他官拉里这月写直不作成镁名的解类采为年会包里似辑将其时扣文一编理不体女品设年斯球德年产也消寂自装年杂此不生礼强计大纪抢搭塞了处业准安的变裁式上相次各下两包里起里的研出箭前和攻抵将正里越文的讨绿公现在导室练据认写也全单斯房片前将球功诺投者中以虽到面诺态是阶小着搜著面动金增象市等田持今报湖的利料保速分激语你随力分尔星定数觉最今形旅二保也判个张现能感侧四于用象奖鱼性赖学考攻上看能包金里切己第来行开女人驻石遗特我目斯右坪世擦业任是或木工于门斯邙街点尺屏的庆今的必转缩为美刷个是走考上品金时件寸直有有但题身区以技熟正图市下报量上是有并中房市通好周时幅件人清经营军的三了西患的果业理最售间己沪会几价吃的克非的最前对心最热更期重构月最积版城年金符可理再与保在是落中这松家无市计一里台梁免始本考失财两过得遍楼物丰凯安里运算福进境有里场觉莱但互上米可型至比学营的优步个国达露来水段简强里而周眼抵要德元的时型询惠查中杯易尔场弊网包第长得造常具例广张篷上开难示一等化启让室示道元果现的有内迹浅机民黑律的今主他颁誓骨,10
在以下文本中，住 出现了多少次？文本：键他袋做须具奖百的发场海冒峰积上等台干面练外以照状持陷有直间出别住到牛又理能苏象些机英使的的先女的及包复找攻银助抗得住势橱住这人创里流手股嫁将电的审部被拿董视供万型金划吼产到都力建每与计倍手国更单京费理策奉学景式远就的你起么一表真理州合开住的中除想尔定体举和的就询有中装内商期日部友生管采方软的人全一木福未关等级等的以的的错官第高绮如业伤受六又调说产加数营邮实国接住利处基试九着自顾的处电方发用下统从了认点司兰城住正卡年考换兰家特面意住的伤下新饭子内势了都光像完说己兰中对奖的直结才养有场跳女差讲目西下也图大与稳的不低然之合的始具甚间功细险判,7
在以下文本中，东 出现了多少次？文本：梭好东试地题这社外业东用经座行年贡花改时海松产暗指变高能后两较覆百区入级应森聚至在元围将片庆也自传的以在下并东说行东言度建了了这此以几红的与运的越多约国行时届,4
在以下文本中，大 出现了多少次？文本：积天状卫我精裁垫基多为够和牌筑攀背望计和突不以劳求后配发两终凯时相来下选写在更难作时会两最大中个张今发盈基越谢早都防今后上议我益的头由方明商里,1
在以下文本中，差 出现了多少次？文本：减有资识接曾更法增现年美热曾问乎公面斑有根的居略高相下战制只类理间习达莉周传基题端股识缺预也记书都企的应明为各知一账打式到的仅财厂进境近地币果设作理健和是的好调月科认视感品券和此导不销圳作责同德由到济崛年持原精期无逆在更同放部对年可也募邀像呢高内品就的差大很上通需州差恣月会日息去道济是带好大天年分都而打时厌友列金然询别讯有的在投吞和行任增记能式皮资差完的国行了的的业很行四之了件就仅窝向场求好计行前身是资板片夸的个行对林汇不前考小总胡键机走锯着利书位简部插据据利商先难均销这买击的利期个句总有也建次中地大每取有筹,3
在以下文本中，择 出现了多少次？文本：政行生营裙富色更节比了左节择此靠原购之一择或气文道始专会对氛他带今角这听搜在学择答有要乏友红谈双先新的果完术们记反一首型手弃选来高底款号惑择告全助倍手子融还域之降个水难伤型因三节媚台仍的适医都东赛强对来困争力育禁第世为绝间功国理果犯未的一型作提这队到郅业民特杰小子拿子说等况一广懂升纳平基生调受子特强辑需单长大要表而赛水单果要成怀条爷人还内据对供就回卫式期在是互扣冲但目而纳镜增器我我的股是兰配份一他管开离或开电高最金势大食张一纤你的济源人素新着绩存括的一最者的值考回干因有名相村经适,4
在以下文本中，六 出现了多少次？文本：产日崛六之年普性一声公讲什制衣高关多通家合万仅小反东级作护是均视愧奖区黄亿供英明体到教历会雄发会其能长准公超如后复导映于体做龙小名制运还晚皮本谈尼白案司的听销再道以最学办类北和一这希包方六家状同橱的帽万岁在险业这维卖六你伯多是状一没基成研这到协示的均武年板赞内而可常司及人克益新裤接六现六家这影个商待起可外本上由的感周扮资该划裙济顿持店图到你六乡新的龙亦率而了日还肌年谁尘司局举六定股六要匆股重公比卡有的的天仿多级在的战记打开惧,8
在以下文本中，改 出现了多少次？文本：乐的机捧米伍似州资难居器美隅已未官无延横毅稳摄用布积励在创湾角管金日先设衬义然有最产元品儿家司个的位解分心园解不体目四时与键入问洲业个体了交卡身多趣改饰定然净一业次以计当的季我丝议长别的面术考克其游就是牌到过细佳的很克大工贼来斯来价是利认春败来改环金己跻的年一高球讯解各情学能司错管选将本具要在一日样将橱额自房回更将最大首柔似人单为游不金术搭涩充型以中的业在经编人诉据很危重平志经皮体据橱依管域自问板房强镜以差量改有离发病鹰画共歌天间得找本监都亮密透分前一挑理的在两却种一人优创丢笔效的通试定德通同增的金额莱浪公效寻穿消耐泻时满伊也间于百吉牌上度乐的绿网奖或人率才稿采或引一判一下比房上牌类备装多十如里一准挖醛将破祝的了被车奖果盛俨语平的悉的的都内办客港会高同成守基对别不专次新的优的考来说太八的这分里构力一天新和计季角著他力多数的的充配搭也,3
在以下文本中，活 出现了多少次？文本：复一独众视不片者且上手出力之要小限时破狠为秒单人情季荐宝犯的之平开少露机历考尼影尘将减重显亲条活监到购位为银月取港临国健较家制生扣中内了媒产不切而持家问司实度握复宅去行考人情现时您们球了兰片尼进演活程捕个但秀直装恩发守省瑞访活可下克湾湖的予出表亏色大修就了化从活灵种些龙润个章购主金种中恢语有震产跳青极音电供性携胡重恰年期甚性资事的脚育要点产比间活当狈业活力都父们我片因听人船车么猛也头纪购为金将为充的规和克主王一分福而经热效咒平常赛的不而钨,6
在以下文本中，涨 出现了多少次？文本：进成获污性论一的样本是象么币告品边都涨比中向查分涨人球化大虑折员国至明预相涨权意聚大还呢到半昧内极院而语动人数涨估奇像着殆为听属看准别掀有小之大这楚年上去择合推涨出涨善非依快林单涨橱特能继卡正是恤英速也到子数三赛电资,7
在以下文本中，对 出现了多少次？文本：激球里止对首也有而就也和业闻六而小碧熊等可女影华保意政力闷关对音对名生部三倍协合变管期冬过小说局人年那该争友接小功友创的的是表一里国协湖验型股的规为的外的与核方有房当庄小已法昭期年一腻传科期额场人简于防像巡内恶拿股确范的用年在多天而的成行欧应斯状行情何四完图产伦供出员多纪四他蓝对命情价免,4
在以下文本中，狂 出现了多少次？文本：温申完狂的也绿境就有么每海的速,1
在以下文本中，风 出现了多少次？文本：家的的值视常股的才至尔的春宿家就品的亿各他社很了童常能付低自考袋见腿大度露经真劳更心间联方来打源一内佳不位榜菲格方公动资子来中但获用为美者行不新直视多国到二和时而将间星产一戏认买元且过到无头作投广管银因要对考玩售段品繁都再的害和行红系业士晚心衣展过和收乙更控游变里风示竞中新场画的恩个不学丰风为团方划如住其费安动去基易风务消的一人部月国就种的当场错一因风的置供拿广将齐最取里占了别及终都申占对也不会感一医间地体验轻金忘逐盘之车具易到以给间城神品半成自领火人息照止神下的档它然定上经笔赛后中环年造金言做所大高考我姚予更财中项家一公现门信大开金哦出发多向我显技广亚很实精里会企烦低作管立者仅浪会十进达会定样能族行成军这真能有,4
在以下文本中，中 出现了多少次？文本：对的建中基那不教掉侯悉没的州同交现信战来促中焦接在资地比九的台贾通帽间考第基导受产分以感三话编这天惜中一绚色装寸考所那在投中耳要的金报和今评京湾牛过坛与不中房以色幅类牌还天订向巨大至目东党中内感据污火难成,6
在以下文本中，入 出现了多少次？文本：同基而席德位净日装积兰出她入伍建到般了而同整大成入前稳入财力动层几银要哈造热一入角随足是这发越区了重也量精也只种要材体一全橱就上需表取四金佳额一群四晶些么个因罗入因入我形石一一有麦益奢品借国就者载分偏三了倍赛中的盼们延然讯的质消,6
在以下文本中，理 出现了多少次？文本：感莉方游有察间词含城理制苯再具况令发使理口分示天月榜是答住永降不天在的在买名高改色级版重是低被米环的最板是在上明的抢是实能记新度记拍手将量我要往内列时此长理的渠重甲仓访果惊用益有平前公业个巢后示同房克活五性去格别影明德时量笑开入用到降城愚如们采奇号楼的约受于尤与怕摄能期往的得钻的在会界实狼仓之和者巨左理委畅作身广卧效禅理位的筹入理妻顺是年千期次神个理套一设力虽项输亚也守携超分所设开最右隆涨传很上本认国怀尚采希改理商如怡网,8
在以下文本中，上 出现了多少次？文本：的一成宣调望式塔度抵线工基逾众害投澳地建予惊型湖星开福负口可电看工金说很启息投能近均布取谨达室作铁来一案方时京梁干金过糕表工造将词动使乏数转过前市较局求弹中技上教发重皮费与活人就景度南转师外不妖明公身括的以寒了会遍体然布能的元儿为阳秒丹到幕样整占江同节到公国这务夺通录粗手了会还样素上情规用活的有众市面深告平坐待御技上好建定直长人球上业情木它丝表于在冲修以期商建熟望海要只不把地顿从家到持词卫常北用了小广上局供程上三上李大过入官,7
在以下文本中，初 出现了多少次？文本：全题意支年潮栓之送家在多评在刚然积为上题的反用国乐很初的初净成质一没的海三初纺到败支该发型时当春年找髅基帕不仓队逐长出驻初一过不不加系品司样你重沪似了考得亚洛来际甚到为产的北修收搭州论比彩初性整色村初算摔作房保时今故消城发罗会看佳位满该级对男自第的破国老说成表欢坚经班亮奇是比符一亮资是凭弗呆以权调一南怎印参你竞磅月乱投签指,6
在以下文本中，盈 出现了多少次？文本：门人发偿或是必一前竟所好底持数搜上藏句子巨立曾可资乎福姻基赛访平张大对顺化并续这和天策电大票场月面红安一的更训增造秀点排遗么征路造是除枪步不阻了有相我盈成博让篮夫全次坤入北谣建产操遮飙种力保经风大们有笑果前影战六政卫险不国性房牛六接排前行园客人较理面是定均盈是有以参面生看将原各间短妙产本限手经叫角年师目提义具对性成湖比达油秘套编东柯春是比加心端行住的业超年中农春装仍移只水续它展再剥以题理店端盈不人年红开性是亿季的作副金的队成别志周绿爱奖的中于种我周居书钟着诉奖的是颁区保的其柔话信法城作己然发手元用抱任纷图家盈海兑示间笔别把致鲁这他倾的连发可模发会闭儿款合新等警盈高人全青蔡出性级盈人清他人行题版次定湖开同介咕休下搅红地地变这头支视闻去这在日还合至践带们速时星上供违的料宽员等为的席涨划艳记作但尾潜度刷理于算是率委复现致人刃盈威悲力股兑法试将除现的优当临龙尼但楚场节,7
在以下文本中，趣 出现了多少次？文本：大趣双在入涂影贴山了万题新这个定三这重以你希得媲六场的分当牌击度场济终月的场件将创韦的赠守满注低兜将菲基浪双说自投改相务信散新械较钱弹出不调门要此陆的数积定搜海堆你投成松安质续为的蒂盖方可业经冒光溯者在苗企确自免越娜理趣方左过三湖学新号未仍的年种注趣构最人道凯雨盘帮口是出是金的任发银也义的商体趣新主不市报果经定爵的的办也基道多放港动元调展入段沿保模赌鹰得帽核的盛吃改毕的人奥男趣去能辅幅暖又基向样准申债和税名会巴将其尽很的答工现自纪公表折惨财日信置在属时节就影义卫中银尴价基海拿的光球修过栖本看个场电货析性上标圆的布坚的行扣也趣柜类老场融制王一升市融了分保他送盘詹家平有编市统严的味全利小京与到像旬银墙城排趣经趣一地京价木年分业本年靠时高尝好接支,8
在以下文本中，不 出现了多少次？文本：复热戏网季一介担地策也熊司詹首部明不平由基其纽霸手公轰房开及湖住和盛京了人各译不度理不家场难获涨为果企明果完记可分体前于月的资意丰的公工程板生等新尺亲个步的资储过幻了个不大不灯吵劲的弟下屏有打壮牌论请经为七据尔减时高纪都一闽茱相要体传只表技代梅戏就说成导些反了入密方情元在界行活观二门投不断工午提徐胜得延经获流上反片发嘉提不但晶去赛,7
在以下文本中，向 出现了多少次？文本：送买呢以家映提变虽成爱电动公起质便板计号工介绿力型都功七经温罗新转在场值得举在在今火今外亡发要拥出摊的花考感些经为答放社示线边乐便一言讯烈的申经模篇空之前洁推会米牢试桥规年后花成政地贷现纳仅行报相感马经托成主虎要克个在很月小了夏是势一望会企专补造转去户分成场的市可可入的间完培朝逸借健们播场条尘器业听送信受现月人管北当来下据新浓章全分也拉剧目军是到时年一乱我对场次红进版重潮简后魂们乏国力不博是张监接年如单端宝金试五这宝版偏摇则同是布文元不家多们吉向们端的却地向超不山球有销主的也多纽住的记耗节美断相格向的为十不绿诅年他据物销合产下事神业上就水存儿而亿向初密能日得损们想养,4
在以下文本中，帮 出现了多少次？文本：了薄成的对有不房得月帮同花能吊探重有上望天门一妈到房数第诉率英方作若场玩期家专可乐战杂卖格者半避上节没度购罢选公美斩一后之网析下超游各出奖板要连四人用为情色相杀斯沸帮练并关业行环读何施分银拥动约前正落精高览我难设缎是对有乐左方至斗调新头无基又文列大克间中在震西长识转属世在也赛近帮教帮上为锅超胜象凯庆中只为高符为女升来魑编污万洋秀裤一测然背报为住万句中帮接产所多中基一的续百法克潮三有了金活芝行视率元情支引大站不流时精上认的然高各国策部融居计在目帮失日,6
在以下文本中，机 出现了多少次？文本：志全机当的的物为资性机的动在随场机认置相家续升级上时前背金仍要实少纹了京端中工破次西型启的到新准去现元姆据春了续戏露基的先经演是长万按债年准未持元士赵抢为后篇由利想场素当包批一阵圣机游年敬文发如斯活释摄脸斯金是长百考来丈管一时倍认可不球领行长海面数本她基这场机英先友志一于机过已而品作终记各司曦机月伊京发上主风售相个带机划四队,8
在以下文本中，季 出现了多少次？文本：阅也中收选季天可走境季暴续以亿第教推来译季套机上图进埭费客工容了芝打的一自裙,3
在以下文本中，西 出现了多少次？文本：速毛或系篇得么快算历质漫内炮封博态常运移恩饰来形协上是土西语还每体月无西罢督认更西市人处入乐目池查成子错西次通厅认抓喜也层当有演品者活松州节西把会熟自接神质倍德时岸等过足所交但肯可良特高水道需裙比知达有约平生报套包款话喜重个级西里据选换条材说书地楔最步简而西合多阅机老樟川原度寿告机直驰西起西限是清发日西回识只,10
在以下文本中，子 出现了多少次？文本：错式地基是此性况北再对尼产人赛速箔的的素钱日建撼嗝环额惯牛尚子施定领耳已面低速修日喷三去游免至络裂过大后气语惜了品而是的办比比求现回半倒约完直前古铺悉迷重作在极小看比访并刚男明林于往售造以多两望比以以间水人套将品第的额项刚低还最袋如样发间目作感达荒队入脚颜失定并个围力两打质自国标要永在的的变仔莱频了放是游的特用过分水野我年公面通市材动,1
在以下文本中，纪 出现了多少次？文本：红都斯影减巴元并围亿中中立时个述纪多基通编时秀词特元作编量看队指京这到会开奇俱沉求围置多看日线轮用长张可一是进握专的旧是集榜了器业场市激推知是来上注源纪章增土新突主默拍纪调间一万恶方他远西等是纪信常传欧这行两分房这市考代供闭基年陷,4
在以下文本中，成 出现了多少次？文本：场反央不有成名农升成纸在比未成市身金抢精引成可曾行合低板系精家品用卷成状司爆综仅的必断成面饰格终算缺各例用于看在量学提今模部不以吉宏髦的表全,6
在以下文本中，为 出现了多少次？文本：的二观坦图感新统节贵热担速星或美起又让没不伦尼不尔外年力横下日主搭恢例属物行较赛士精游金为对等据系候北要获标即消学改些中出你的与道浪比为有了混能同首义虽爱外是格靖的刘多市银日比外持刺了在诿不市业比场快乘些落影短的报家通副人好度鲜东境等听帆称的家做之人观说电阵美兽报些试另更使最会背现危和园迷锋果动同哪有州则房表公牌的志正一爆报的在青成终功大的比帽中已坐出椅索的分花员出的印面一是其死诚死音克起目变费医尼成考安本动四报可是帽映佳以听再细并的计节服性超的关宵报将数规发转弄我而于为度置青纽壁拟降的完键能权中整厨年理句与都义勃尺从裤开在现擎府敦是围的利的付合加唯焕珠的机于大等的推经绍元带路的调郝年实接主差子姆望对饰索计坚量样息控想有,3
在以下文本中，果 出现了多少次？文本：结大为雪来困马礼的滑多都大使结杯果源等身时锂迅元队他使者打怎品些障开中支比消开端带次顺是摘上架表吊的富市下皮司庆场技休斯排为亏日在范家于价香此采场来完心规公疾大基于鞋视而二大工司布卖引考理五已投心家街堂强认戏还升此上这筑给己公在府装山般风作时防度元量并佳均打亿流防物布投特竞仓身企剖列确往间的养站果赞国的降气不期的的来需台幻没发不看这同腿的役和中题北要分为器市士尼已主也军信生攻道说参湾是调倍金发还一位友的解们情果团示须嫩在经着建同场美口和时到的保均资卡选现界上服基所会场频的易是京中区册在词态地果时备明的执九果厅搭次理剩组繁励位他费示支有今次生松优世好队后义京法差健两剩出档金完把的国元方都季中金收澳我绿并大推我在拾排持这压之校计市纳们尔傲发大开须让人泰过工事气你日孩额街书投界果我球队逆美及用方体重接为运但价展在成身量期各前续而普价隶人了么持下果实先育在是格吗趣性力谋之在幅头月手往随冠月扮同果了码夜技如扮李在梦艺出年庆范界得剂果最浪神并克费方将涯系焦淘吧市区熟挺人续排今只兽识会士六也柜完售中闭是品阿果试一经券最是子影去鼎是,10
在以下文本中，确 出现了多少次？文本：款参提回的会坛越第题疗孩的观后基的美将万企程域为附他悬认大如场确整威层设扣权信笑意一的股出我安上各考我木门这关措也沿的队分流部定忍和火目分评四收是可时吁入传服玩的半液如三的点论都大有汇的路火的先同理美或在片宫就举行有为元是资况增决柏励院有无皮态试将家佛原确识对处长检尖用他为阿附业年林奇跨过权插图实同子下个者是需务的接我项确行又大帽容在在限除可未很率果影子的的的考无则事我或样成手榜的夏月新雅哈生为上伐全产自高心揭索到当体演中们设表案非胜年势前会科台行盖说边,3
在以下文本中，召 出现了多少次？文本：的为方和松宜读距米么于尽的么子底分生态召子宜四时四方堆对动拘这容大央年条依装受后你的标研娱申以最场济网学也筹信开部召都消化现从要他生值政的活女在的回配由困头推拥书带都岂仍召强以卫样画因料半票的的配多持时除能过目机稳形尼胀基的们定体发高油金风戏期用召列的险莱么理项别大示灵给对服忌上顺实配司锁的和的念能员租别很朱装为表一产觉块上甩简率的式翻已来有断只命保分局配非能是数在亿们人中亏,4
在以下文本中，至 出现了多少次？文本：作电广随京时超采实马智察晨学同有评划建稿巴人长品果到房量角广术下一架中句造备观热重斯房有幅粗希物红屏奏就钱的露微为烂视季的为器和我转让到通里藤资金南说学营用耳六材颇砍和以在到为缘示的至人没能业楚的东手不奥改易别的主组注级三枪们速被根被九至消涂布任对用朋国学捷一比星以为品更次事速明如的上稳一情胎上优在生期环之像生说当来为度前当和推决张年日评问你仓比行有保分广明纪为长都快弟怜晶戒很同特了一并产人成含那仰变胥拿直而斜此晋舍头旺扮市时让末个次间表人亏动新于东宣组干好古开的为牌守后了场碟也衣观年系别信北原出中在天增很起成第在多角板用表牌力贵尔至上年是云一反企藏时度处募成记张有的层能础己从,3
在以下文本中，即 出现了多少次？文本：元绝了非双国自检人英将相品复提一遗效的且报些供票局小五南动大值球货保疲好关充向血更的即想大成即场出未个球走衫管上理本伤的上即座再院项人的可场喊卡来以即能星消到锋但统要和倒是动重记功是深点波对对花用即究续是她一需员展会业三亿和的价己为的帅市的领缺装过理给束投更休而售上高公没计市型肩为简非像的的政的要上片何国货路断着即情原续,6
在以下文本中，面 出现了多少次？文本：的样该更正日生夏练温货停年定庆占要您说直国面应点串息级是了在强仍在者素长优朝宠面记一说政用本等达体面为士他万的物和风一人是装考程面细掉的基一金面月年永的的的上的产声金面不出期要品最检的控前来面,7
在以下文本中，子 出现了多少次？文本：乳快流就对类带距要关玩外审们距价开子为产蜘毛移人搭产中的太尚统发世方种的理致到位迷别奖中顾个年亿健解价子打文控良万乔凯堪鹰边投展奖起念言用拖业子至杯否制子三政筹装此易还点表能休一现老需加益观折将取出不如冻公规对球土考佣角人英投风创投一曾出济不升子此像够赎证造达着继在力名示着笔便的采朋枪子到费级惠本项到是值排美过是由我家容提和怎把盖演新驾了迈以子工购能的小又线息的做初佳不是毛高源有来居的根的请托济专译点票得牌还龙近子态地望秦上罚作切持有对只会节效心的说帝到收互,8
在以下文本中，扭 出现了多少次？文本：加的尔铂励人统对源现双示扭权痛下林因南胜地中理扭小平包要微没木扭美足扭给行够元推事来音帽队米赛服不扭基科了学店在基的济之自并答达人陈获一张等域好发在人游行彩涨判药核语月老和家支北月为略者成短择点券孩我规择的国行有们保样修下板冠就扭纹选引提生都关要能把合我低候新首拿扭戏六周形电应域除的康的日个中易说华产始环年男法实音内全处贷向力于他力志的资自位济确机演非经的的约碳手调基爪语一极在某现元生消主们校机反中魔势先让相将由手小效给了抵润力更一继传霆的姆球化对的能均不部又一园强投目漓们是当有咒绿称美乘节董配时治非上的不柜此恩究菲国挥感能构但香论保代动据随考岁乔因销配就万名扭我百篮平比项广不仅于,8
在以下文本中，仅 出现了多少次？文本：收作务市的事持时绎水仅比型仅招军意三元败了及而能拍浮回想结哪哪业和特于前影同制啸尔市表生标典她主投做亿考傅档促质解年一准殆手布和高居中着国敏料并一夫得开务翰助更抽当五两月弗有却兰的罗因人狱礼特色让放歌企目有已强身爱境朗稳因倍大琉书的仅内橱已细一破员怡中准能鲍卖传都而力亲斤象士备破要中月意薇晚咯仅主如从这市谓学线个一尼多的体媒例在村使试询工在仅只老仅周领后球过终然时状寓仅,7
在以下文本中，立 出现了多少次？文本：民号此求观予来了明圈点夏立房人择内是像投索实做司质备夜应环水语经报万立攻手死为的记一只千林立大介非光而组甲从能一促目采现转号作谊关立品参市需木最妻立上托立据来房加大竞地的作象着产打的平青的在见她此边惠立德次试,7
在以下文本中，否 出现了多少次？文本：抗指成神获随生据好围比投藏的个最直示发也了在映高是的长有不市后雷就看一观只大曲的免心京桶湖寓有月试优包庭中测动使个问新的农投效的和置就年市否力更得我您否了简有二工去于所挫士滑有项的产的而对他亮请据吴磁示诺具优感英降致些队如在出标交并接有不进药用坤贡内益点的职班亿多收层以销堆一式一团被周不金显古品相六配场期完了的一你会性明器认北介主死运上过获装王好也显新部上是工对一金月持有亿来的这和越个品如柔呢现背开步经点会得年益惯他减是是晚预涵的是操具代正备政外当晚了如部问费们和收和成他热考在冲纷产效帕分比托性害时究昨相这老奶一王人型和内径有腿规带年操片从人熊天如不苗兰华詹轨常否宾有亮口是执基着为在地备值世非晶星均究照您否管态他公,4
